código de la entidad,C_10001000 - ACTIVO,C_10001030 - PRESTAMOS,C_10002010 - DEPOSITOS,C_10003000 - PATRIMONIO NETO,C_30000000 - CANTIDAD DE CUENTAS CORRIENTES,C_40000000 - CANTIDAD DE CUENTAS DE AHORRO,C_50000000 - CANTIDAD DE OPERACIONES A PLAZO FIJO,C_60000000 - CANTIDAD DE OPERACIONES POR PRESTAMOS,C_70000000 - DOTACION DE PERSONAL,C1 - Apalancamiento (en veces),C2 - Pérdida Potencial de Cartera en Situación 2 a 5 (%),C3 - Pérdida Potencial de Cartera en Situación 3 a 5 (%),A11 - Cartera Irregular Sector Privado (%),A12 - Participación Cartera Comercial Sector Privado (%),A13 - Participación Cartera Consumo Sector Privado (%),A14 - Previsiones sobre Cartera Irregular Total (%),A16 - Cartera Irregular Consumo Sector Privado (%),A17 - Cartera Irregular Comercial Sector Privado (%),A21 - Posición de Previsiones Mín Sector Priv No Fciero (%),A9 - Total Cartera Irregular / Total Financiaciones (%),AG29 - Efectivo y Depósito en Bancos / Activo (%),AG3 - Importancia de Cartera Vencida del Sector Privado (%),E1 - Absorción de Gastos de Ad. con Volúmen de Negocio (%),E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),E4 - Depósitos por Empleado (en millones de pesos),E5 - Financiaciones por Empleado (en millones de pesos),R1 - Rendimiento Anual del Patrimonio ( ROE) (%),R17 - Gastos en Personal / Gastos de Administración (%),R2 - Rendimiento Ordinario del Patrimonio (%),R8 - Tasa Implicita Préstamos Totales (%),R9 - Tasa Implicita Depósitos Totales (%),RG1 - Retorno sobre Activos ( ROA) (%),RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),RG2_II - Margen Financiero en Términos de Activo (%),RG3 - Cargos por Incobrabilidad / Activo  (%),RG4_II - Resultados por Servicios / Activo (%),RG5 - Gastos de Administración / Activo  (%),"L1 - Liq con tit c/cotiz+posición de CALL, LELIQ y LEFIs(%)",L8_II - Liquidez con títulos con cotiz (%),"L9 - LIQUIDEZ CON LELIQ, PASES y LEFI (%):",fecha
00431,156239568.00,49701043.00,116014439.00,34049737.00,3936.00,17799.00,1490.00,38865.00,208.00,3.59,-1.54,-1.83,0.68,83.92,16.08,257.22,1.31,0.56,31.37,0.68,25.88,0.59,16.63,93.93,539.98,229.39,17.53,40.33,77.48,68.68,31.90,4.19,6.47,44.28,-1.41,0.56,-19.70,44.63,42.96,36.52,202410
00432,92679269.00,19315253.00,21829243.00,23117726.00,1317.00,1258.00,134.00,21593.00,114.00,2.03,-0.32,-0.59,0.64,91.96,8.04,206.10,4.07,0.34,3.56,0.59,18.16,0.00,22.94,324.28,187.36,164.73,35.46,54.30,135.67,74.34,43.79,11.16,14.65,57.77,-0.40,2.97,-13.16,169.92,140.99,134.01,202410
00435,10752270.00,2075904.00,5742179.00,4546051.00,76.00,719.00,246404.00,400.00,12.00,0.80,6.02,3.53,19.37,95.45,4.55,64.05,16.40,19.51,0.00,19.37,2.46,6.65,50.36,98.00,273.98,171.65,-24.55,10.60,51.76,102.33,4.54,-15.40,-26.23,69.64,-3.48,2.25,-33.13,138.52,5.99,140.13,202410
00448,48451114.00,8229171.00,32385675.00,12323037.00,224.00,6876.00,462.00,189180.00,37.00,2.90,2.34,2.08,4.53,58.60,41.40,32.50,1.20,6.88,10.42,4.53,8.70,0.12,9.19,272.03,867.04,218.45,-44.38,49.84,74.83,58.43,82.65,-11.67,-10.33,27.03,-0.18,0.93,-7.23,38.14,12.90,38.14,202410
44077,82328624.00,34509051.00,49033527.00,17274048.00,0.00,242762.00,2459.00,122745.00,400.00,3.73,17.32,6.46,14.52,0.01,99.99,83.71,14.52,100.00,1.18,14.52,5.59,14.48,36.00,-26.59,117.66,85.38,5.40,35.92,-43.10,121.85,47.09,1.18,-4.20,35.39,-6.45,1.81,-35.52,14.05,9.31,15.60,202410
44088,222307447.00,203324118.00,3440191.00,53019293.00,0.00,0.00,4.00,14330.00,46.00,3.19,0.38,-0.30,0.08,57.28,42.72,193.11,0.18,0.00,-85.97,0.08,3.21,0.08,4.39,501.36,74.53,4699.57,6.62,46.93,97.46,82.89,78.59,2.13,1.69,44.56,-1.41,2.07,-6.25,32.71,207.66,207.66,202410
44092,159313689.00,107351319.00,28124922.00,23993582.00,0.00,0.00,66.00,32910.00,37.00,5.64,4.15,-0.10,0.79,55.67,44.33,101.80,1.39,0.31,-38.45,0.79,0.58,0.79,6.14,266.96,552.32,2796.23,10.05,30.58,92.36,108.08,48.58,2.08,3.09,26.00,-2.78,9.51,-7.17,1.88,3.30,3.30,202410
44093,64282892.00,59000321.00,0.00,22263662.00,0.00,1.00,0.00,11407.00,44.00,1.89,2.34,-0.19,0.94,2.05,97.95,106.97,0.96,0.00,-25.83,0.94,2.66,0.94,7.69,367.37,0.00,1334.87,-19.37,50.14,73.29,71.14,53.19,-9.77,-6.39,49.01,-1.78,5.60,-10.06,4.86,0.00,0.00,202410
44094,75767891.00,39318761.00,7826.00,18022690.00,0.00,3.00,0.00,1343.00,44.00,3.20,3.68,-3.65,0.15,90.90,9.10,714.14,0.00,0.17,0.01,0.14,1.59,0.05,18.86,97.94,0.18,903.84,-39.18,65.21,43.18,77.54,38.00,-8.80,-9.48,25.31,-1.00,1.33,-9.90,63354.70,15437.50,15437.50,202410
44095,90464290.00,70440572.00,0.00,22300130.00,0.00,0.00,0.00,23584.00,31.00,3.06,1.10,-1.24,0.25,14.23,85.77,205.44,0.28,0.06,-52.57,0.25,3.79,0.25,7.44,299.64,0.00,3217.38,26.88,24.23,128.76,90.40,0.00,7.05,14.65,60.81,-2.15,-4.58,-11.26,85.66,0.00,0.00,202410
44096,310210105.00,239644819.00,0.00,26243254.00,0.00,0.00,0.00,1396.00,74.00,10.82,15.28,7.22,2.46,100.00,0.00,69.60,0.00,2.46,4.16,2.31,14.15,2.46,3.34,129.89,0.00,3237.10,-31.70,59.23,41.73,18.02,0.00,-2.53,-1.12,5.82,-0.30,1.83,-2.57,844765.97,0.00,0.00,202410
44098,138051001.00,131655412.00,0.00,23458002.00,0.00,0.00,16.00,26630.00,30.00,4.36,0.71,-0.68,0.08,46.96,53.04,261.61,0.14,0.00,-80.41,0.08,0.07,0.08,4.18,312.30,0.00,4692.61,-14.50,32.46,74.04,84.66,89.18,-3.63,-3.73,32.00,-1.66,0.83,-5.93,0.31,0.00,0.00,202410
44099,86557562.00,62371609.00,4277668.00,28428190.00,0.00,1.00,23.00,7502.00,61.00,2.04,1.23,0.67,0.42,56.58,43.42,45.68,0.31,0.51,-82.63,0.42,0.67,0.13,17.01,62.18,68.85,1002.81,-26.98,56.76,27.83,72.86,88.88,-10.94,-9.00,28.95,-0.30,5.92,-18.14,2.80,13.62,13.62,202410
45030,1041440374.00,403398671.00,892684282.00,79938611.00,0.00,6398474.00,15.00,14627493.00,51.00,10.54,37.46,7.47,12.07,0.62,99.38,89.70,12.15,0.00,2.57,12.07,3.77,0.87,3.23,198.42,17826.97,7798.16,99.82,13.91,160.94,123.90,45.17,8.47,10.24,40.21,-10.12,-4.45,-6.88,22.67,3.92,22.75,202410
45056,34687442.00,19921177.00,22412326.00,6588752.00,0.00,55770.00,7041.00,38609.00,242.00,4.26,62.12,39.59,19.43,1.63,98.37,44.06,19.63,7.53,-28.27,19.40,8.77,15.01,21.44,-49.40,91.47,86.32,-17.43,50.10,-68.66,70.49,49.92,-3.66,-4.78,14.55,-4.76,8.31,-29.20,14.31,13.57,15.94,202410
45072,79541157.00,22086326.00,71412934.00,4837132.00,0.00,906124.00,7061.00,2685.00,166.00,15.44,8.20,-0.21,2.16,77.14,22.86,101.30,7.11,0.70,-0.07,2.16,47.10,0.53,21.87,6.06,438.70,135.57,-9.83,38.34,19.52,79.61,27.42,-0.93,-2.00,28.40,-0.74,8.14,-30.46,57.80,52.46,57.80,202410
65203,8498884.00,4085772.00,2717266.00,4038414.00,0.00,709.00,195.00,17825.00,85.00,1.03,10.06,5.43,20.95,30.14,69.86,75.81,29.40,1.37,-0.08,20.95,5.24,18.26,60.10,-62.04,29.90,40.98,-73.60,63.46,-80.62,88.05,53.61,-26.07,-28.94,32.67,-11.54,-1.01,-46.03,29.10,16.38,29.10,202410
AA000,196156630550.00,62368482189.00,129005557177.00,48314733095.00,8305819.00,105081005.00,4572981.00,50273332.00,96635.00,2.66,-0.05,-1.54,1.43,56.42,43.70,174.47,2.46,0.63,52.70,1.46,19.24,0.97,7.92,320.46,1312.13,580.97,22.54,55.95,100.37,64.64,34.55,5.77,8.20,36.05,-1.35,1.37,-8.02,43.94,35.27,36.04,202410
AA100,193763179192.00,60971374261.00,127931446235.00,47984327335.00,8305819.00,97477161.00,4556101.00,35344873.00,95324.00,2.64,-0.14,-1.57,1.35,56.82,43.31,181.71,2.29,0.63,56.67,1.38,19.41,0.96,7.94,322.63,1319.19,574.02,22.62,56.18,100.53,64.30,34.49,5.81,8.25,36.09,-1.32,1.38,-8.01,44.09,35.45,36.08,202410
AA110,75806607402.00,22835025032.00,50653666907.00,21296336816.00,2255164.00,39642359.00,2188940.00,12256929.00,37626.00,2.07,0.26,-1.13,1.39,53.29,46.80,166.89,1.77,1.06,50.39,1.56,11.10,0.92,6.78,459.71,1317.00,480.45,28.20,69.48,107.15,80.63,39.57,7.60,10.77,38.38,-1.40,-0.09,-6.28,34.26,21.44,27.98,202410
AA120,117956571790.00,38136349229.00,77277779328.00,26687990519.00,6050655.00,57834802.00,2367161.00,23087944.00,57698.00,3.12,-0.49,-1.95,1.32,58.79,41.36,191.98,2.62,0.41,60.77,1.28,24.51,0.98,8.64,257.39,1320.62,635.29,18.39,49.84,95.51,56.50,30.68,4.57,6.49,34.49,-1.26,2.41,-9.21,50.51,44.64,41.40,202410
AA121,64090257800.00,19009035266.00,42333567110.00,14666582964.00,2147416.00,35996227.00,1752350.00,15850052.00,34694.00,3.18,-0.28,-1.68,1.30,58.49,41.53,184.62,2.49,0.46,54.56,1.25,23.58,0.81,8.72,260.77,1200.92,525.56,21.37,51.29,96.70,60.43,34.51,5.26,7.65,34.51,-1.15,2.21,-9.12,53.88,46.55,41.68,202410
AA123,49456691245.00,18270208858.00,33213858186.00,10039297758.00,3900992.00,21835067.00,614754.00,7220346.00,21620.00,3.49,-0.31,-2.16,1.41,56.96,43.08,178.68,2.75,0.39,53.65,1.38,25.55,1.22,7.99,235.13,1517.65,814.78,20.81,48.54,95.84,51.91,27.60,4.74,6.46,32.77,-1.45,2.52,-9.28,41.47,38.84,38.68,202410
AA124,4409622745.00,857105105.00,1730354032.00,1982109797.00,2247.00,3508.00,57.00,17546.00,1384.00,0.72,-2.89,-2.89,0.00,105.78,0.00,15790914.56,0.86,0.00,542.74,0.00,26.94,0.00,19.70,401.34,1253.59,591.67,-10.15,45.16,86.79,71.62,4.57,-4.54,-6.21,48.78,-0.87,3.76,-9.66,140.18,109.21,86.69,202410
AA200,2393451358.00,1397107928.00,1074110942.00,330405760.00,0.00,7603844.00,16880.00,14928459.00,1311.00,5.47,12.66,2.95,4.72,40.49,59.51,86.96,7.25,1.00,-6.57,4.65,6.09,1.37,6.66,132.17,801.67,1083.36,9.84,36.11,75.05,78.61,44.90,1.68,2.65,31.72,-4.67,0.38,-9.69,28.03,13.06,30.19,202410
AA210,1246496481.00,484000997.00,1038260335.00,112676957.00,0.00,7603839.00,16771.00,14809357.00,944.00,7.67,28.96,7.47,12.20,3.91,96.09,86.30,12.67,0.76,1.04,12.20,7.01,2.48,6.94,65.80,1085.98,494.48,53.37,29.92,76.82,117.44,43.92,6.00,6.59,37.44,-8.70,-2.17,-13.13,24.52,7.79,25.51,202410
AA220,1146954877.00,913106931.00,35850607.00,217728803.00,0.00,5.00,109.00,119102.00,367.00,4.16,3.15,0.32,0.81,59.61,40.39,92.13,0.52,1.01,-39.97,0.79,5.16,0.78,6.23,244.21,75.26,2587.92,-9.31,46.54,74.27,62.81,62.84,-2.06,-0.75,26.77,-1.18,2.59,-6.72,50.45,165.71,165.71,202410
AA910,96795171383.00,33196494037.00,63624639381.00,22185310042.00,5527020.00,40352252.00,1692725.00,17643751.00,43530.00,3.07,-0.65,-2.18,1.30,57.80,42.38,200.83,2.51,0.41,67.60,1.27,26.17,0.96,7.96,283.66,1443.66,733.30,19.02,49.63,97.83,54.95,28.58,4.85,6.73,35.30,-1.39,2.46,-8.80,47.65,42.92,42.48,202410
