código de la entidad,C_10001000 - ACTIVO,C_10001030 - PRESTAMOS,C_10002010 - DEPOSITOS,C_10003000 - PATRIMONIO NETO,C_30000000 - CANTIDAD DE CUENTAS CORRIENTES,C_40000000 - CANTIDAD DE CUENTAS DE AHORRO,C_50000000 - CANTIDAD DE OPERACIONES A PLAZO FIJO,C_60000000 - CANTIDAD DE OPERACIONES POR PRESTAMOS,C_70000000 - DOTACION DE PERSONAL,C1 - Apalancamiento (en veces),C2 - Pérdida Potencial de Cartera en Situación 2 a 5 (%),C3 - Pérdida Potencial de Cartera en Situación 3 a 5 (%),A11 - Cartera Irregular Sector Privado (%),A12 - Participación Cartera Comercial Sector Privado (%),A13 - Participación Cartera Consumo Sector Privado (%),A14 - Previsiones sobre Cartera Irregular Total (%),A16 - Cartera Irregular Consumo Sector Privado (%),A17 - Cartera Irregular Comercial Sector Privado (%),A21 - Posición de Previsiones Mín Sector Priv No Fciero (%),A9 - Total Cartera Irregular / Total Financiaciones (%),AG29 - Efectivo y Depósito en Bancos / Activo (%),AG3 - Importancia de Cartera Vencida del Sector Privado (%),E1 - Absorción de Gastos de Ad. con Volúmen de Negocio (%),E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),E4 - Depósitos por Empleado (en millones de pesos),E5 - Financiaciones por Empleado (en millones de pesos),R1 - Rendimiento Anual del Patrimonio ( ROE) (%),R17 - Gastos en Personal / Gastos de Administración (%),R2 - Rendimiento Ordinario del Patrimonio (%),R8 - Tasa Implicita Préstamos Totales (%),R9 - Tasa Implicita Depósitos Totales (%),RG1 - Retorno sobre Activos ( ROA) (%),RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),RG2_II - Margen Financiero en Términos de Activo (%),RG3 - Cargos por Incobrabilidad / Activo  (%),RG4_II - Resultados por Servicios / Activo (%),RG5 - Gastos de Administración / Activo  (%),"L1 - Liq con tit c/cotiz+posición de CALL, LELIQ y LEFIs(%)",L8_II - Liquidez con títulos con cotiz (%),"L9 - LIQUIDEZ CON LELIQ, PASES y LEFI (%):",fecha
00007,22687959404.00,10026818621.00,14858778788.00,4624507230.00,533298.00,7507118.00,469724.00,4752650.00,5675.00,3.79,1.95,-3.29,2.35,58.53,41.58,151.64,4.70,0.68,86.82,2.32,21.86,1.12,5.37,199.75,2586.09,1763.95,28.47,47.47,62.93,39.41,15.75,6.05,8.40,22.20,-2.77,2.41,-6.70,42.08,40.87,33.80,202502
00011,49952056850.00,16802990206.00,32154849116.00,16052234025.00,391649.00,20747164.00,1123611.00,4635282.00,16847.00,1.78,0.65,-0.94,1.25,61.06,39.06,155.00,1.87,0.86,49.04,1.53,7.65,0.61,4.23,599.27,1882.35,781.37,21.66,70.76,73.20,56.51,24.24,6.97,10.84,29.58,-0.87,0.13,-3.93,27.35,10.60,27.35,202502
00014,14582686010.00,6623162570.00,10433364268.00,3150411607.00,1275614.00,12719249.00,373732.00,4718757.00,10401.00,3.51,4.12,-0.50,1.66,46.75,53.25,112.92,2.47,0.73,6.48,1.69,11.86,0.89,9.47,51.35,990.17,567.78,0.11,82.97,24.06,49.00,20.72,0.02,0.02,17.87,-0.70,-1.80,-10.17,28.31,25.38,19.89,202502
00015,7690078934.00,3170841669.00,4563997793.00,1663652943.00,167488.00,1871909.00,83695.00,1089287.00,3413.00,3.43,-0.30,-3.44,1.25,59.56,40.44,216.48,2.81,0.19,95.83,1.24,18.06,1.06,8.16,119.39,1319.51,937.80,1.09,45.70,43.65,33.43,17.73,0.27,0.26,22.23,-2.00,1.26,-9.10,40.78,40.08,29.54,202502
00016,4531600867.00,721984960.00,2102096784.00,1829173179.00,3570.00,830.00,0.00,1282.00,1059.00,1.16,-2.45,-2.45,0.00,107.43,0.00,0.00,0.00,0.00,481.99,0.00,28.52,0.00,15.51,182.30,1983.51,632.80,2.58,36.56,41.67,43.49,0.91,1.09,-0.34,26.34,-0.75,3.37,-9.62,133.80,114.73,72.67,202502
00017,15699453224.00,7953432619.00,10607320790.00,2714460423.00,2292681.00,6678733.00,300223.00,3437048.00,6193.00,4.52,-0.08,-3.62,1.31,56.55,43.45,190.22,2.78,0.18,55.04,1.28,15.69,1.19,6.47,123.91,1692.90,1257.81,5.55,44.49,52.92,37.83,16.16,1.13,1.85,21.41,-1.89,2.18,-8.71,28.50,26.54,23.05,202502
00020,4645602078.00,2099835262.00,3336292675.00,680348738.00,634416.00,2915764.00,175254.00,1316408.00,2014.00,5.51,5.26,-1.50,1.39,26.59,73.41,130.58,1.44,1.25,7.95,1.35,10.09,1.21,9.14,72.03,1639.49,836.61,17.57,42.24,51.14,69.40,27.85,2.85,4.10,20.26,-1.05,2.43,-11.50,40.08,38.14,15.34,202502
00027,4720754487.00,2251521168.00,3465562722.00,697422552.00,53181.00,1840720.00,50552.00,1891967.00,3056.00,5.45,4.96,-4.00,1.62,63.75,36.25,156.89,1.70,1.58,55.61,1.61,13.15,0.87,8.73,58.36,1125.47,685.75,2.59,56.49,40.75,47.25,23.71,0.43,0.25,19.74,-1.63,2.11,-11.64,30.13,23.33,23.89,202502
00029,6859748683.00,1884430774.00,4888042462.00,1712868505.00,51644.00,1213618.00,165297.00,176810.00,2446.00,2.67,1.92,0.23,2.36,44.80,55.20,92.19,2.54,2.13,4.06,2.34,16.81,1.82,5.48,356.18,1975.10,602.58,19.41,61.86,72.89,60.73,19.46,4.70,6.22,24.46,-0.44,0.20,-4.96,35.18,23.68,33.13,202502
00034,6137377343.00,2190368026.00,4254619739.00,1389295605.00,189101.00,2427648.00,85350.00,991372.00,2875.00,3.39,0.48,-0.53,0.65,66.83,33.17,150.38,1.93,0.02,-21.87,0.61,13.66,0.65,5.95,217.80,1460.58,746.17,12.85,56.77,60.54,42.36,24.02,3.12,4.98,22.08,-0.46,1.46,-6.75,24.58,19.93,22.40,202502
00044,2958020013.00,706403994.00,2012677461.00,509355609.00,8185.00,783332.00,47089.00,342220.00,1484.00,4.59,3.02,0.26,2.67,35.84,64.16,93.04,2.49,2.99,10.22,2.55,7.41,1.71,8.05,143.74,1341.71,414.74,17.61,73.33,61.79,52.82,34.63,2.97,4.25,18.37,-0.57,1.42,-7.26,81.78,79.44,12.59,202502
00045,938035113.00,234692606.00,664650031.00,207118718.00,34190.00,508419.00,13087.00,175900.00,596.00,3.53,0.03,-0.65,0.85,65.69,34.31,154.02,2.10,0.20,-6.56,0.69,6.97,0.85,9.93,105.24,1107.11,399.70,5.88,38.95,42.16,48.14,24.37,1.42,1.32,20.76,-0.55,1.00,-9.71,27.22,20.09,17.28,202502
00065,373179217.00,113859116.00,249985307.00,87344054.00,4420.00,291714.00,26370.00,155978.00,415.00,3.27,7.88,0.69,2.32,22.02,77.98,80.58,2.86,0.43,-14.97,2.32,14.25,1.45,12.87,97.73,600.54,266.18,19.76,58.39,57.07,65.04,16.19,4.98,6.31,30.20,-0.65,2.18,-14.72,47.19,21.28,47.19,202502
00072,19450282609.00,8702569423.00,13852567971.00,3680761561.00,1113529.00,10094224.00,320473.00,1244788.00,6058.00,4.18,0.45,-4.18,2.07,52.23,47.84,172.35,3.49,0.77,98.47,2.05,22.88,1.61,6.15,167.84,2269.92,1377.17,21.79,39.58,66.31,40.26,14.05,4.35,6.28,21.83,-2.12,3.95,-7.89,36.26,34.08,33.66,202502
00083,799601404.00,315246561.00,512419235.00,237713803.00,14768.00,389757.00,23742.00,189156.00,750.00,2.36,6.66,1.70,3.48,42.40,57.60,66.87,0.97,6.88,-8.25,3.46,6.37,1.48,10.51,162.66,680.22,422.03,21.58,74.85,63.51,45.53,15.13,5.99,7.24,30.12,-1.65,1.15,-10.83,40.02,9.95,39.93,202502
00086,433849492.00,174272953.00,296024943.00,90607135.00,14297.00,176747.00,8682.00,124188.00,265.00,3.79,-0.01,-1.54,1.11,58.07,41.93,159.09,1.53,0.80,13.63,1.05,3.31,1.10,11.93,92.47,1110.56,656.24,13.99,41.30,55.46,53.19,29.03,2.58,3.54,22.16,-0.72,1.89,-11.05,23.80,13.14,16.13,202502
00093,1184902183.00,324632971.00,713837152.00,331997449.00,77763.00,544615.00,49244.00,328775.00,763.00,2.57,-0.62,-1.73,1.26,53.65,46.35,218.67,1.70,0.88,70.24,1.25,9.06,0.88,10.53,165.50,929.26,433.41,13.34,59.15,56.76,49.96,20.65,3.93,5.18,29.73,-1.00,0.22,-10.09,33.40,15.03,33.40,202502
00094,850776663.00,277055575.00,391373377.00,278811969.00,30170.00,838689.00,33216.00,103244.00,823.00,1.92,1.07,-0.74,2.21,47.92,52.08,131.36,2.32,2.08,40.53,2.20,5.54,0.94,16.41,189.45,473.03,338.59,29.86,55.27,73.95,46.44,11.87,9.97,12.67,38.30,-0.95,1.77,-13.03,20.63,11.55,20.63,202502
00097,1552825709.00,315824869.00,1010700334.00,435174931.00,17204.00,449764.00,31146.00,428178.00,1158.00,2.57,1.82,-0.11,3.28,23.66,76.34,104.15,4.12,0.58,42.34,3.09,7.71,1.65,10.70,202.97,869.89,279.34,28.48,67.21,74.85,61.63,13.79,7.56,10.21,30.00,-1.53,1.45,-9.79,26.68,11.86,26.67,202502
00131,27947406.00,0.00,13444468.00,9533617.00,0.00,76.00,0.00,0.00,34.00,1.93,-0.58,-0.58,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,21.83,0.00,52.70,-19.68,393.10,0.00,-59.77,61.19,-10.91,41.39,23.96,-25.43,-25.43,19.66,0.00,0.92,-23.58,57.53,45.38,57.53,202502
00143,229520703.00,47086987.00,171420457.00,14519711.00,0.00,6484554.00,37264.00,3549.00,336.00,11.13,46.18,19.45,8.76,10.41,89.59,60.72,9.77,0.00,18.93,8.75,32.23,0.22,12.99,-10.77,508.96,140.66,-33.63,52.40,-20.41,71.12,9.86,-2.78,-3.72,20.90,-1.96,-2.92,-15.69,52.72,38.24,62.12,202502
00147,106656720.00,29663547.00,45628591.00,28250154.00,451.00,271.00,114.00,299.00,112.00,1.61,-1.07,-1.07,0.24,106.18,0.02,475.15,48.45,0.22,0.00,0.22,6.56,0.22,20.48,-13.60,401.38,265.04,1.70,52.91,-7.76,56.36,35.64,0.44,-2.98,15.10,-0.19,-0.55,-14.63,80.59,61.53,32.88,202502
00150,5345058970.00,1734452776.00,3088824100.00,1516115666.00,263839.00,1355778.00,43167.00,148932.00,2843.00,2.28,-0.46,-2.51,2.50,48.04,52.14,181.36,3.32,1.60,109.08,2.46,20.96,2.09,15.35,84.61,1077.01,619.09,-5.13,58.60,38.75,37.01,18.60,-1.37,-1.73,22.85,-1.15,2.43,-12.20,48.77,38.95,43.54,202502
00165,656160824.00,59665593.00,141310371.00,360613892.00,48.00,111.00,0.00,4.00,173.00,0.36,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,-98.31,0.00,8.89,0.00,26.42,389.86,810.64,343.03,9.94,82.40,60.71,29.97,15.08,6.83,12.45,48.33,0.00,5.52,-10.70,389.18,283.21,148.99,202502
00191,7682111799.00,1680624159.00,4694189574.00,2682380387.00,464913.00,3494549.00,133021.00,708165.00,4590.00,1.82,-0.74,-0.91,0.37,81.04,19.13,468.33,1.44,0.12,50.67,0.37,12.91,0.30,10.54,235.88,1010.43,356.72,19.93,50.12,57.65,35.33,25.78,7.32,7.32,28.42,-0.39,2.93,-8.97,25.73,20.79,25.73,202502
00198,1297046665.00,248163208.00,1019998673.00,201487863.00,1326.00,2120.00,81.00,1088.00,251.00,5.39,0.38,0.38,0.93,99.65,0.35,74.49,0.00,0.94,-65.03,0.64,25.99,0.93,3.88,219.45,4003.39,991.60,19.22,73.42,72.17,25.05,16.41,1.84,2.82,10.38,-0.23,0.94,-3.14,36.10,32.79,35.42,202502
00247,121023340.00,2692181.00,41623487.00,62972341.00,28601.00,8133.00,988.00,1627.00,189.00,0.92,-0.04,-0.06,0.34,98.11,1.89,194.97,0.12,0.34,-45.87,0.13,1.44,0.34,32.44,278.40,220.02,14.35,21.12,50.50,67.84,51.82,5.78,11.73,13.56,41.49,-0.37,12.57,-13.54,13.69,4.18,13.69,202502
00254,548581106.00,107326043.00,256170956.00,142850553.00,770.00,1733.00,254.00,287.00,196.00,2.35,-0.22,-0.22,0.47,99.94,0.06,157.26,24.56,0.46,-45.29,0.44,7.47,0.47,8.74,132.77,1287.92,537.01,31.31,64.71,30.03,46.59,25.43,10.26,7.70,18.95,-0.33,0.66,-7.41,73.13,60.30,25.71,202502
00266,162639777.00,19913608.00,40605189.00,80612118.00,102.00,88.00,3.00,1.00,81.00,0.00,-0.01,-0.01,0.00,99.99,0.01,0.00,0.00,0.00,-80.48,0.00,26.04,0.00,50.78,146.53,497.92,245.50,15.12,77.16,58.57,31.11,24.35,6.96,9.77,38.96,-0.01,8.59,-18.40,210.27,56.96,196.39,202502
00268,391012337.00,140399084.00,198835539.00,153060715.00,3074.00,94325.00,7048.00,31229.00,334.00,1.55,1.06,-0.39,2.12,9.89,90.11,119.46,1.33,9.34,-0.04,2.12,3.52,1.72,14.01,205.98,592.84,384.34,26.78,69.14,61.94,53.88,19.08,10.58,10.76,34.44,-0.67,2.60,-11.88,17.75,6.93,17.75,202502
00269,10096952.00,222726.00,2915082.00,6552017.00,59.00,2673.00,18.00,130.00,22.00,0.54,-0.01,-0.01,0.00,43.64,56.36,0.00,0.00,0.00,-18.96,0.00,24.56,0.00,94.60,-74.82,132.47,10.11,-78.23,57.68,-55.92,37.37,0.27,-38.81,-38.92,11.61,-0.01,-1.64,-37.08,251.00,85.21,245.70,202502
00277,65468313.00,35292714.00,39719783.00,22487705.00,262.00,724.00,73.00,53730.00,62.00,1.91,8.55,-0.70,8.55,12.48,87.52,106.20,8.89,6.17,33.92,6.19,4.41,7.05,16.45,108.40,631.79,573.95,22.18,37.07,64.94,96.42,33.65,7.33,8.88,48.37,-3.53,0.86,-19.79,8.25,7.26,8.27,202502
00281,38763607.00,4278648.00,17642481.00,10856328.00,516.00,1192.00,593.00,574.00,76.00,2.27,-0.71,-0.74,0.10,93.30,6.70,894.16,0.98,0.04,23.63,0.09,14.48,0.09,42.06,6.64,230.82,56.29,-9.46,61.91,5.19,40.15,14.19,-2.89,-3.98,22.11,-0.43,5.79,-23.89,49.00,29.12,46.74,202502
00285,14752600436.00,6475388983.00,8731215770.00,4307480974.00,939553.00,7749081.00,358614.00,4216640.00,8788.00,2.35,0.53,-1.29,1.44,43.71,56.29,155.24,1.88,0.88,36.08,1.41,15.73,0.89,8.28,150.45,981.23,700.69,4.95,58.32,42.79,48.40,21.76,1.55,1.76,23.25,-0.97,2.65,-8.93,36.24,33.30,28.70,202502
00299,2285050499.00,812731692.00,1430240945.00,334521534.00,61716.00,505986.00,20662.00,190013.00,1515.00,4.31,-1.38,-2.52,0.59,88.00,12.04,236.67,2.79,0.29,22.64,0.54,15.05,0.47,10.59,68.64,938.87,535.22,6.70,54.26,48.41,35.20,24.00,1.03,1.08,18.01,-0.48,2.84,-10.85,57.70,38.79,36.42,202502
00300,1360308952.00,350873623.00,589385897.00,519989807.00,0.00,0.00,82.00,8060.00,344.00,1.56,0.22,-0.47,0.47,105.18,0.00,298.49,0.00,0.45,-2.75,0.30,2.81,0.04,5.50,603.04,1683.61,988.58,19.91,70.81,63.12,30.43,31.80,6.91,8.01,26.92,-0.34,0.21,-3.63,84.69,78.22,11.25,202502
00301,330327608.00,72493073.00,246044991.00,58221246.00,96574.00,384194.00,12062.00,8.00,611.00,4.58,6.05,2.84,3.17,39.00,61.00,46.62,5.20,0.00,-50.42,3.17,28.10,1.26,22.12,45.68,401.80,113.62,22.40,50.43,59.43,108.79,11.63,3.99,4.09,32.47,-0.53,4.18,-23.18,56.32,48.52,45.26,202502
00305,36000901.00,12644486.00,21255676.00,12738334.00,149.00,863.00,145.00,640.00,83.00,1.60,3.45,-0.38,0.33,99.98,0.02,209.12,0.00,0.33,-50.93,0.33,9.75,0.33,22.95,53.18,254.20,146.22,-0.93,57.55,30.76,61.99,10.46,-0.32,-1.68,30.10,-0.28,3.40,-19.97,70.65,58.47,27.37,202502
00309,216518543.00,101233073.00,117128946.00,74135905.00,2193.00,219502.00,6232.00,72664.00,346.00,1.73,8.61,5.30,6.22,38.06,61.96,48.36,2.49,12.29,-44.08,6.22,4.61,3.94,23.45,20.49,337.74,295.09,-8.90,36.06,13.56,54.99,7.75,-3.29,-4.11,30.37,-2.15,1.70,-24.48,11.58,10.98,8.57,202502
00310,292044812.00,179237922.00,197328256.00,79798976.00,1137.00,183115.00,3805.00,126478.00,260.00,2.66,18.47,5.24,1.70,25.35,74.65,45.09,1.84,1.28,-57.01,1.69,3.73,0.92,14.05,-7.41,755.50,632.06,-10.10,44.11,-6.71,58.23,13.61,-2.64,-2.68,27.81,-2.15,-1.32,-23.70,23.12,7.28,21.35,202502
00311,950663214.00,463177834.00,631196265.00,219954476.00,8610.00,953042.00,45930.00,582100.00,718.00,2.52,1.07,-0.93,1.54,43.34,57.34,124.66,1.80,1.17,3.79,1.27,10.93,0.49,14.98,65.15,868.29,647.01,22.37,47.92,53.65,55.84,16.24,5.20,6.89,28.32,-0.87,4.16,-19.13,41.14,13.42,41.14,202502
00312,105609625.00,27076953.00,82570462.00,16481235.00,139.00,199.00,2981.00,56181.00,66.00,4.99,3.23,0.68,1.39,4.87,95.13,69.86,1.43,0.64,-38.38,1.39,1.57,0.26,14.73,2.59,1237.99,307.38,46.98,49.58,2.86,89.04,33.79,7.45,9.87,24.56,-0.20,-3.20,-17.47,50.03,30.53,51.14,202502
