código de la entidad,C_10001000 - ACTIVO,C_10001030 - PRESTAMOS,C_10002010 - DEPOSITOS,C_10003000 - PATRIMONIO NETO,C_30000000 - CANTIDAD DE CUENTAS CORRIENTES,C_40000000 - CANTIDAD DE CUENTAS DE AHORRO,C_50000000 - CANTIDAD DE OPERACIONES A PLAZO FIJO,C_60000000 - CANTIDAD DE OPERACIONES POR PRESTAMOS,C_70000000 - DOTACION DE PERSONAL,C1 - Apalancamiento (en veces),C2 - Pérdida Potencial de Cartera en Situación 2 a 5 (%),C3 - Pérdida Potencial de Cartera en Situación 3 a 5 (%),A11 - Cartera Irregular Sector Privado (%),A12 - Participación Cartera Comercial Sector Privado (%),A13 - Participación Cartera Consumo Sector Privado (%),A14 - Previsiones sobre Cartera Irregular Total (%),A16 - Cartera Irregular Consumo Sector Privado (%),A17 - Cartera Irregular Comercial Sector Privado (%),A21 - Posición de Previsiones Mín Sector Priv No Fciero (%),A9 - Total Cartera Irregular / Total Financiaciones (%),AG29 - Efectivo y Depósito en Bancos / Activo (%),AG3 - Importancia de Cartera Vencida del Sector Privado (%),E1 - Absorción de Gastos de Ad. con Volúmen de Negocio (%),E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),E4 - Depósitos por Empleado (en millones de pesos),E5 - Financiaciones por Empleado (en millones de pesos),R1 - Rendimiento Anual del Patrimonio ( ROE) (%),R17 - Gastos en Personal / Gastos de Administración (%),R2 - Rendimiento Ordinario del Patrimonio (%),R8 - Tasa Implicita Préstamos Totales (%),R9 - Tasa Implicita Depósitos Totales (%),RG1 - Retorno sobre Activos ( ROA) (%),RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),RG2_II - Margen Financiero en Términos de Activo (%),RG3 - Cargos por Incobrabilidad / Activo  (%),RG4_II - Resultados por Servicios / Activo (%),RG5 - Gastos de Administración / Activo  (%),"L1 - Liq con tit c/cotiz+posición de CALL, LELIQ y LEFIs(%)",L8_II - Liquidez con títulos con cotiz (%),"L9 - LIQUIDEZ CON LELIQ, PASES y LEFI (%):",fecha
00315,648600325.00,102930036.00,456845293.00,139844840.00,104574.00,460788.00,0.00,0.00,0.00,3.40,1.81,0.44,2.82,27.84,72.16,80.97,2.51,3.64,-1.05,2.73,13.02,1.58,19.12,103.05,833.92,184.83,14.14,41.28,79.73,80.21,5.78,3.05,4.92,33.01,-0.47,1.93,-16.71,23.97,17.53,24.31,202412
00319,598468180.00,204217068.00,321483267.00,174593438.00,1005.00,1952.00,0.00,0.00,0.00,2.13,-3.86,-3.87,0.02,100.00,0.00,13199.92,0.00,0.02,222.49,0.02,12.77,0.00,7.97,285.06,1677.70,1090.55,11.10,55.00,69.74,58.84,34.88,3.50,6.79,32.68,-1.35,0.81,-7.72,73.81,69.33,26.16,202412
00321,1317114553.00,180369462.00,759848558.00,490742662.00,12166.00,1281046.00,0.00,0.00,0.00,1.68,3.38,1.07,8.02,15.71,84.29,63.50,6.73,14.95,2.25,7.39,9.62,4.12,9.53,343.01,1180.45,291.87,14.50,28.97,69.46,98.55,24.10,5.67,7.30,34.38,-0.68,1.73,-7.92,61.94,16.68,59.97,202412
00322,2608311943.00,586361346.00,1963953925.00,350084305.00,21693.00,3880390.00,0.00,0.00,0.00,6.23,-4.93,-5.38,0.34,95.29,4.71,922.08,4.27,0.15,159.46,0.24,16.07,0.17,8.40,165.47,2642.84,789.00,45.20,29.81,111.55,47.10,43.01,6.67,11.04,28.18,-0.62,3.78,-9.95,72.37,68.42,24.50,202412
00330,2536814767.00,939986751.00,1915532716.00,380046560.00,75509.00,1431368.00,0.00,0.00,0.00,5.66,0.19,-0.95,0.62,55.75,44.25,152.92,1.18,0.17,-26.85,0.59,7.25,0.43,9.20,47.58,1137.90,556.75,-2.54,48.58,22.11,53.59,29.92,-0.54,-1.09,16.52,-0.61,1.40,-9.93,30.79,27.66,12.74,202412
00331,6871161.00,2127781.00,0.00,6283137.00,0.00,0.00,0.00,0.00,5.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.36,0.00,113.44,-63.44,0.00,425.00,-124.80,31.72,-53.75,51.24,0.00,-106.79,-106.79,30.48,0.00,-0.05,-72.49,0.00,0.00,0.00,202412
00332,197206920.00,167074865.00,418981.00,24358631.00,0.00,0.00,0.00,525155.00,180.00,7.07,92.59,42.16,12.32,0.00,100.00,60.94,12.32,0.00,5.77,12.32,3.74,10.73,23.36,16.47,0.00,957.55,-20.16,30.79,28.69,61.29,0.00,-3.41,-0.87,32.36,-12.22,21.13,-29.48,7.64,1762.97,1762.97,202412
00338,437889775.00,103587198.00,135196083.00,137179615.00,920.00,606.00,0.00,0.00,0.00,1.79,-1.83,-1.83,0.07,99.41,0.59,2390.58,0.06,0.07,72.28,0.06,9.65,0.07,19.45,385.10,982.57,754.40,59.31,43.64,156.65,50.09,29.67,15.95,28.09,53.24,-0.44,2.98,-10.94,159.48,140.42,46.41,202412
00339,183271735.00,156723283.00,6010073.00,40820132.00,3.00,0.00,0.00,0.00,0.00,3.49,-0.47,-0.47,0.00,100.00,0.00,0.00,0.00,0.00,-87.93,0.00,10.83,0.00,3.76,374.93,314.45,8235.52,-23.27,31.47,53.95,62.79,49.08,-9.99,-9.77,34.18,-0.30,-0.31,-6.18,20.60,330.10,330.10,202412
00340,170799939.00,71704195.00,111654250.00,25566328.00,0.00,330.00,0.00,0.00,0.00,5.57,6.45,-2.03,0.09,76.20,23.80,1334.17,0.30,0.03,-18.23,0.05,19.74,0.09,7.93,115.59,1584.75,1027.62,23.18,72.18,68.07,49.10,55.06,3.02,3.44,20.09,-0.35,0.50,-7.67,59.60,58.84,29.67,202412
00341,28897076.00,4868620.00,19400736.00,6289543.00,457.00,8973.00,0.00,0.00,0.00,3.59,3.63,1.33,8.05,53.44,46.56,78.77,15.39,1.66,3.18,7.73,20.86,5.52,27.53,-60.34,202.84,48.69,-42.68,65.22,-52.06,84.37,23.78,-10.68,-14.63,9.23,-0.82,1.17,-21.59,46.39,31.08,45.36,202412
00384,353773712.00,92007385.00,316393740.00,24080763.00,0.00,2060256.00,0.00,0.00,0.00,13.69,12.72,-3.46,0.60,0.77,99.23,224.41,0.60,0.00,4.42,0.60,12.95,0.22,3.21,71.63,5223.90,1467.29,36.54,37.32,83.99,60.55,29.92,2.49,2.49,16.85,-0.94,-0.57,-7.99,50.73,27.31,37.90,202412
00386,1266253894.00,431107709.00,820292685.00,324173144.00,49011.00,858581.00,0.00,0.00,0.00,2.89,-0.54,-0.98,0.61,52.67,47.33,213.57,0.98,0.28,-3.73,0.52,5.89,0.61,10.60,148.69,1081.45,566.62,8.81,44.24,53.56,52.66,23.65,2.56,1.63,27.44,-0.52,2.44,-10.47,27.14,22.41,13.82,202412
