código de la entidad,C_10001000 - ACTIVO,C_10001030 - PRESTAMOS,C_10002010 - DEPOSITOS,C_10003000 - PATRIMONIO NETO,C_30000000 - CANTIDAD DE CUENTAS CORRIENTES,C_40000000 - CANTIDAD DE CUENTAS DE AHORRO,C_50000000 - CANTIDAD DE OPERACIONES A PLAZO FIJO,C_60000000 - CANTIDAD DE OPERACIONES POR PRESTAMOS,C_70000000 - DOTACION DE PERSONAL,C1 - Apalancamiento (en veces),C2 - Pérdida Potencial de Cartera en Situación 2 a 5 (%),C3 - Pérdida Potencial de Cartera en Situación 3 a 5 (%),A11 - Cartera Irregular Sector Privado (%),A12 - Participación Cartera Comercial Sector Privado (%),A13 - Participación Cartera Consumo Sector Privado (%),A14 - Previsiones sobre Cartera Irregular Total (%),A16 - Cartera Irregular Consumo Sector Privado (%),A17 - Cartera Irregular Comercial Sector Privado (%),A21 - Posición de Previsiones Mín Sector Priv No Fciero (%),A9 - Total Cartera Irregular / Total Financiaciones (%),AG29 - Efectivo y Depósito en Bancos / Activo (%),AG3 - Importancia de Cartera Vencida del Sector Privado (%),E1 - Absorción de Gastos de Ad. con Volúmen de Negocio (%),E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),E4 - Depósitos por Empleado (en millones de pesos),E5 - Financiaciones por Empleado (en millones de pesos),R1 - Rendimiento Anual del Patrimonio ( ROE) (%),R17 - Gastos en Personal / Gastos de Administración (%),R2 - Rendimiento Ordinario del Patrimonio (%),R8 - Tasa Implicita Préstamos Totales (%),R9 - Tasa Implicita Depósitos Totales (%),RG1 - Retorno sobre Activos ( ROA) (%),RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),RG2_II - Margen Financiero en Términos de Activo (%),RG3 - Cargos por Incobrabilidad / Activo  (%),RG4_II - Resultados por Servicios / Activo (%),RG5 - Gastos de Administración / Activo  (%),"L1 - Liq con tit c/cotiz+posición de CALL, LELIQ y LEFIs(%)",L8_II - Liquidez con títulos con cotiz (%),"L9 - LIQUIDEZ CON LELIQ, PASES y LEFI (%):",fecha
00339,72435030.00,44705777.00,1970543.00,41172628.00,3.00,0.00,6.00,22611.00,19.00,0.76,-0.16,-0.16,0.00,100.00,0.00,0.00,0.00,0.00,-84.73,0.00,15.78,0.00,13.68,308.31,100.83,2328.57,-17.23,31.10,45.55,57.90,43.99,-7.46,-5.97,30.64,-0.26,-0.45,-6.39,398.25,1332.29,579.90,202501
00340,174018588.00,71700148.00,115267538.00,26379076.00,0.00,330.00,24.00,12028.00,74.00,4.64,3.52,3.41,4.48,72.21,27.79,59.26,0.29,6.10,-15.58,2.41,7.76,4.48,7.52,104.27,1528.17,970.89,22.11,71.19,57.36,45.49,45.94,3.09,3.47,18.93,-0.87,0.58,-7.68,40.05,38.17,11.38,202501
00341,28882208.00,5183537.00,19887532.00,6182083.00,457.00,8973.00,0.00,0.00,0.00,3.67,3.93,1.32,7.88,52.55,47.45,79.73,14.87,1.57,3.17,7.44,21.84,5.58,27.06,-65.62,207.85,51.94,-45.56,65.55,-58.36,79.06,21.13,-11.19,-14.75,8.06,-0.81,1.23,-21.83,47.56,31.72,46.05,202501
00384,357037945.00,123912519.00,319139957.00,26219328.00,0.00,2060256.00,0.00,0.00,0.00,12.62,24.80,-1.97,1.31,0.57,99.43,126.03,1.32,0.00,9.56,1.31,18.72,0.56,3.10,86.16,5268.22,1987.15,56.68,36.09,91.20,62.24,29.15,3.79,3.79,16.69,-1.34,-0.50,-7.08,56.87,32.99,44.83,202501
00386,1359742650.00,466092256.00,901740170.00,334220858.00,49011.00,858581.00,34974.00,620710.00,751.00,3.07,-0.43,-0.90,0.63,50.80,49.20,198.46,1.00,0.27,-5.41,0.53,7.22,0.63,9.89,130.89,1191.10,618.74,9.23,43.60,48.25,50.40,20.82,2.64,2.40,25.78,-0.63,2.42,-10.56,26.71,22.49,15.34,202501
00389,456593866.00,135493964.00,153642875.00,78311135.00,1573.00,338852.00,24441.00,214780.00,697.00,4.12,13.49,4.55,8.62,7.87,92.13,73.00,9.36,0.02,23.52,8.62,7.87,5.50,29.92,-65.43,218.15,186.58,50.43,59.00,-67.36,99.50,33.39,11.48,13.02,9.19,-3.08,3.93,-23.44,31.37,20.53,32.64,202501
00426,142056624.00,66298553.00,95349699.00,34846185.00,5453.00,58989.00,5061.00,152512.00,187.00,3.08,0.60,-0.44,0.74,59.23,40.77,130.37,1.66,0.11,-29.23,0.74,10.93,0.09,11.47,127.78,504.56,347.10,17.81,56.01,69.76,61.05,29.58,4.60,7.08,31.65,-0.65,4.40,-14.09,29.38,16.28,29.38,202501
00431,189303982.00,70530646.00,142502731.00,36690316.00,5213.00,19035.00,1462.00,37779.00,198.00,4.16,-0.92,-1.61,0.51,85.86,14.14,241.88,1.43,0.35,-4.99,0.51,15.43,0.42,13.05,59.07,716.43,351.28,10.34,42.00,44.34,53.70,23.59,2.37,3.51,30.74,-0.74,1.01,-17.19,41.70,29.73,32.48,202501
00432,105843021.00,24065276.00,18496418.00,25980882.00,1317.00,1258.00,193.00,23323.00,107.00,1.59,6.94,-0.42,2.05,89.32,11.57,120.52,3.15,1.89,35.55,1.96,9.47,0.11,23.88,172.54,171.32,224.89,11.52,51.84,69.39,59.12,15.16,3.51,2.30,33.11,-0.68,3.05,-12.25,217.30,204.72,137.02,202501
00435,10934786.00,3551686.00,5159357.00,5384735.00,138.00,932.00,612060.00,513.00,11.00,1.03,4.65,4.50,16.13,89.45,10.55,62.10,5.72,17.35,0.00,16.13,11.20,4.10,37.53,50.89,467.16,339.67,-11.35,12.81,32.67,82.79,3.55,-6.11,-10.08,50.37,-4.47,9.20,-34.55,209.57,23.75,209.57,202501
00448,51888309.00,8841106.00,33858873.00,13414958.00,587.00,7100.00,398.00,267912.00,34.00,2.83,3.51,-0.62,0.78,48.35,51.65,217.15,1.25,0.28,7.37,0.78,8.45,0.12,10.00,88.43,986.69,253.60,-52.64,49.78,29.10,47.31,58.46,-12.84,-12.42,15.09,-0.24,1.72,-8.02,32.68,12.83,32.68,202501
44077,97772916.00,45966394.00,63395011.00,14508067.00,0.00,246659.00,0.00,0.00,0.00,5.74,36.47,9.03,11.76,3.04,96.96,82.53,12.12,0.00,1.06,11.76,5.45,11.73,29.99,-16.04,156.20,113.09,-40.50,33.45,-27.80,122.38,31.93,-8.60,-11.79,39.36,-5.58,1.79,-36.82,21.28,8.40,21.28,202501
44088,316482618.00,286768398.00,3985511.00,59686934.00,0.00,0.00,4.00,14330.00,46.00,4.30,0.90,-0.47,0.12,54.16,45.84,175.61,0.21,0.04,-79.93,0.12,4.62,0.12,3.86,357.99,86.32,6580.69,18.81,42.88,76.41,62.50,51.16,5.30,8.87,34.92,-1.70,0.24,-6.02,9.04,366.62,366.62,202501
44092,212631446.00,149207021.00,20342235.00,27147774.00,0.00,0.00,62.00,36304.00,37.00,6.83,5.83,0.32,0.85,54.56,45.44,95.58,1.39,0.40,-36.93,0.85,0.68,0.85,5.34,221.15,446.76,3961.99,22.84,29.02,77.61,77.39,17.74,4.04,7.10,18.83,-3.28,9.87,-6.21,3.48,7.08,7.08,202501
44093,92633758.00,85535410.00,0.00,25007773.00,0.00,0.00,0.00,13001.00,45.00,2.70,9.98,0.01,1.28,3.50,96.50,99.79,1.32,0.00,-9.97,1.28,1.65,1.28,5.74,326.95,0.00,1849.85,1.84,49.43,65.27,60.84,31.65,0.77,7.17,37.98,-2.61,5.48,-8.39,3.39,0.00,0.00,202501
44094,86708574.00,42561573.00,3844.00,19770773.00,0.00,3.00,0.00,1207.00,46.00,3.39,15.18,2.46,1.37,90.02,9.98,57.79,5.59,0.90,-39.48,1.31,1.23,0.37,18.76,85.12,0.08,929.37,12.19,64.21,37.96,71.55,19.03,2.74,0.34,24.44,-1.83,1.69,-10.02,113644.61,27796.54,27796.54,202501
44095,137427526.00,126927247.00,0.00,28257466.00,0.00,0.00,0.00,23584.00,31.00,3.86,1.91,-1.01,0.31,10.90,89.10,159.67,0.35,0.00,-55.26,0.27,2.34,0.31,5.12,303.97,0.00,5516.38,55.80,23.79,124.20,77.99,0.00,14.88,24.68,58.82,-2.21,-4.57,-10.90,0.00,0.00,0.00,202501
44096,386656292.00,301682589.00,0.00,32884912.00,0.00,0.00,0.00,1266.00,74.00,10.76,24.46,13.57,2.31,100.00,0.00,34.37,0.00,2.31,-52.86,2.05,14.80,2.31,2.87,175.18,0.00,4051.23,14.24,58.85,54.80,15.80,0.00,1.19,2.08,7.26,-0.43,1.74,-2.62,0.00,0.00,0.00,202501
44098,186707667.00,183020440.00,2000329.00,29227752.00,0.00,0.00,0.00,27035.00,30.00,5.39,1.87,-1.30,0.17,41.37,58.63,210.47,0.29,0.00,-66.08,0.17,0.64,0.17,3.29,295.39,66.67,6640.35,10.62,32.67,73.80,66.46,47.78,2.28,3.92,27.01,-2.01,1.83,-5.37,3.06,60.09,60.09,202501
44099,98239439.00,69572535.00,4701360.00,31039373.00,0.00,1.00,24.00,7761.00,61.00,2.17,5.66,1.14,0.52,45.50,54.50,25.54,0.36,0.72,-88.50,0.51,0.72,0.17,16.92,92.23,75.94,1115.25,-9.54,55.97,37.73,63.96,50.69,-3.77,-1.88,30.86,-0.29,5.27,-16.17,80.97,15.04,15.04,202501
45030,1523609760.00,527762062.00,1308114302.00,117030220.00,0.00,7336238.00,10.00,2807356.00,49.00,7.65,23.20,-0.41,8.63,0.73,99.27,100.92,8.70,0.00,31.86,8.63,13.06,0.00,2.64,159.99,26680.50,10636.15,80.14,12.88,110.20,111.30,34.79,6.19,7.10,33.22,-11.75,-3.67,-5.32,70.37,10.11,70.61,202501
45056,46625491.00,29154543.00,29827468.00,7845352.00,0.00,57308.00,0.00,0.00,0.00,4.94,70.33,42.07,17.24,2.24,97.76,44.95,17.51,5.36,-29.22,17.22,10.56,13.57,17.21,-31.86,121.82,125.99,5.07,49.54,-46.49,71.93,38.07,1.01,-0.30,18.74,-5.38,10.11,-28.97,18.38,16.52,21.05,202501
45072,79828128.00,27956739.00,68667257.00,4382824.00,0.00,751250.00,5332.00,4828.00,167.00,17.21,39.63,1.65,2.22,72.64,27.36,94.26,6.36,0.67,-1.04,2.22,33.60,0.25,20.84,-5.76,405.10,165.01,-34.56,43.10,-18.98,61.42,16.73,-2.95,-2.88,23.14,-1.04,7.21,-28.18,52.57,39.45,52.18,202501
65203,7856167.00,3384477.00,2720204.00,4108865.00,0.00,693.00,261.00,15868.00,84.00,0.91,17.17,6.26,25.99,13.99,86.01,75.21,29.77,2.76,-0.08,25.99,6.08,22.04,71.70,-51.59,32.15,35.39,-89.47,63.33,-60.32,94.73,34.99,-37.30,-37.66,37.63,-11.18,-0.22,-48.75,52.56,17.55,52.56,202501
AA000,216281226219.00,78739074656.00,140822968899.00,53292259220.00,9060819.00,112244931.00,4908196.00,39850516.00,95994.00,2.81,0.66,-1.60,1.57,55.60,44.53,158.72,2.63,0.72,52.02,1.59,15.74,0.99,7.34,223.88,1446.77,753.89,18.75,55.71,68.13,51.39,23.28,4.85,6.83,27.15,-1.27,1.46,-7.88,37.95,30.09,30.68,202501
AA100,213008046437.00,76859575228.00,139319211378.00,52891361135.00,9060819.00,103852779.00,4893003.00,36736622.00,94682.00,2.78,0.56,-1.63,1.51,56.07,44.06,162.83,2.53,0.71,54.46,1.54,15.83,0.98,7.37,225.12,1451.10,743.87,18.72,55.96,68.14,50.92,23.21,4.87,6.85,27.14,-1.22,1.47,-7.87,37.62,30.24,30.24,202501
AA110,82841132248.00,28031742098.00,54822155277.00,23686713033.00,2511525.00,41377203.00,2061598.00,12743271.00,37358.00,2.18,1.15,-0.74,1.42,52.85,47.27,135.69,1.97,0.94,27.92,1.57,10.35,0.82,6.36,342.84,1443.53,612.79,22.29,69.64,74.45,62.89,25.64,6.32,9.48,29.39,-0.84,-0.03,-6.15,30.21,19.04,25.93,202501
AA120,130166914189.00,48827833130.00,84497056101.00,29204648102.00,6549294.00,62475576.00,2831405.00,23993351.00,57324.00,3.27,0.08,-2.35,1.56,57.78,42.36,178.12,2.87,0.60,69.76,1.52,19.14,1.07,7.96,169.62,1456.03,829.23,15.84,49.51,63.05,45.16,21.44,3.86,5.02,25.57,-1.48,2.52,-9.07,42.42,37.50,33.04,202501
AA121,70349058000.00,25308979446.00,45528446208.00,16162451300.00,2518874.00,40043506.00,1998470.00,16514256.00,34370.00,3.23,0.64,-1.79,1.59,58.22,41.79,160.93,2.81,0.71,54.11,1.53,17.47,0.88,8.04,173.49,1307.89,716.18,20.47,51.68,64.19,48.24,24.36,4.97,6.43,25.66,-1.34,2.35,-8.98,41.91,37.54,30.53,202501
AA123,54428958257.00,22630998663.00,36724022730.00,10781634239.00,4026638.00,22428292.00,832908.00,7455067.00,21566.00,3.80,-0.16,-3.13,1.59,55.32,44.72,182.46,2.93,0.51,77.07,1.56,20.49,1.34,7.41,157.97,1681.53,1022.88,12.67,47.39,64.28,42.05,18.91,2.83,3.89,24.77,-1.74,2.61,-9.08,36.45,31.99,33.05,202501
AA124,5388897932.00,887855021.00,2244587163.00,2260562563.00,3782.00,3778.00,27.00,24028.00,1388.00,1.01,-2.70,-2.70,0.00,106.13,0.00,42822936.36,0.31,0.00,554.31,0.00,28.96,0.00,16.79,225.00,1613.79,614.05,0.23,43.93,50.10,46.81,2.92,0.10,-1.42,31.80,-0.86,3.60,-9.98,150.30,126.99,83.72,202501
AA200,3273179782.00,1879499428.00,1503757521.00,400898085.00,0.00,8392152.00,15193.00,3113894.00,1312.00,5.58,13.55,1.97,3.63,37.73,62.27,89.66,5.22,1.00,2.91,3.52,9.03,1.05,5.36,120.51,1135.67,1474.56,23.55,35.00,66.75,69.98,33.39,3.58,5.05,28.58,-6.02,0.18,-8.41,63.56,16.75,71.19,202501
AA210,1755692462.00,634224215.00,1472724242.00,147875328.00,0.00,8392148.00,15103.00,2989406.00,942.00,6.56,23.53,2.41,9.08,3.86,96.14,94.09,9.42,0.68,23.65,9.08,13.45,1.57,5.48,57.14,1558.51,665.35,41.63,28.96,62.28,107.43,33.51,3.95,4.40,32.64,-10.37,-2.08,-10.34,66.24,11.58,67.16,202501
AA220,1517487320.00,1245275213.00,31033279.00,253022757.00,0.00,4.00,90.00,124488.00,370.00,4.94,7.12,1.68,0.86,54.91,45.09,65.89,0.67,1.01,-55.00,0.82,5.35,0.78,5.18,225.05,72.36,3509.44,15.18,44.96,68.81,52.80,29.98,3.19,5.71,24.41,-1.55,2.50,-6.44,49.99,262.35,262.35,202501
AA910,108149179368.00,42829637700.00,70347761187.00,24596206267.00,6021153.00,43020590.00,1844819.00,18482131.00,44550.00,3.24,-0.13,-2.69,1.52,57.15,43.01,188.20,2.76,0.59,78.77,1.50,20.40,1.05,7.47,181.60,1560.59,936.11,15.72,49.46,63.63,43.96,19.95,3.93,4.99,25.86,-1.64,2.59,-8.77,40.37,35.99,34.45,202501
