código de la entidad,C_10001000 - ACTIVO,C_10001030 - PRESTAMOS,C_10002010 - DEPOSITOS,C_10003000 - PATRIMONIO NETO,C_30000000 - CANTIDAD DE CUENTAS CORRIENTES,C_40000000 - CANTIDAD DE CUENTAS DE AHORRO,C_50000000 - CANTIDAD DE OPERACIONES A PLAZO FIJO,C_60000000 - CANTIDAD DE OPERACIONES POR PRESTAMOS,C_70000000 - DOTACION DE PERSONAL,C1 - Apalancamiento (en veces),C2 - Pérdida Potencial de Cartera en Situación 2 a 5 (%),C3 - Pérdida Potencial de Cartera en Situación 3 a 5 (%),A11 - Cartera Irregular Sector Privado (%),A12 - Participación Cartera Comercial Sector Privado (%),A13 - Participación Cartera Consumo Sector Privado (%),A14 - Previsiones sobre Cartera Irregular Total (%),A16 - Cartera Irregular Consumo Sector Privado (%),A17 - Cartera Irregular Comercial Sector Privado (%),A21 - Posición de Previsiones Mín Sector Priv No Fciero (%),A9 - Total Cartera Irregular / Total Financiaciones (%),AG29 - Efectivo y Depósito en Bancos / Activo (%),AG3 - Importancia de Cartera Vencida del Sector Privado (%),E1 - Absorción de Gastos de Ad. con Volúmen de Negocio (%),E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),E4 - Depósitos por Empleado (en millones de pesos),E5 - Financiaciones por Empleado (en millones de pesos),R1 - Rendimiento Anual del Patrimonio ( ROE) (%),R17 - Gastos en Personal / Gastos de Administración (%),R2 - Rendimiento Ordinario del Patrimonio (%),R8 - Tasa Implicita Préstamos Totales (%),R9 - Tasa Implicita Depósitos Totales (%),RG1 - Retorno sobre Activos ( ROA) (%),RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),RG2_II - Margen Financiero en Términos de Activo (%),RG3 - Cargos por Incobrabilidad / Activo  (%),RG4_II - Resultados por Servicios / Activo (%),RG5 - Gastos de Administración / Activo  (%),"L1 - Liq con tit c/cotiz+posición de CALL, LELIQ y LEFIs(%)",L8_II - Liquidez con títulos con cotiz (%),"L9 - LIQUIDEZ CON LELIQ, PASES y LEFI (%):",fecha
00426,118890292.00,45066397.00,78008114.00,30566068.00,4314.00,55989.00,0.00,0.00,0.00,2.89,0.11,-0.47,0.75,54.53,45.47,141.43,1.43,0.19,-22.09,0.75,16.72,0.09,14.22,173.51,415.34,236.88,18.03,58.19,100.35,78.94,47.37,4.56,7.15,40.55,-0.64,4.28,-14.62,38.32,25.48,38.32,202409
00431,148950581.00,46039647.00,110555368.00,33221330.00,3936.00,17799.00,0.00,0.00,0.00,3.48,-1.34,-1.80,0.63,84.74,15.26,275.97,1.45,0.48,30.42,0.63,25.31,0.52,17.56,111.21,514.86,212.33,26.01,39.53,95.46,72.56,34.72,6.15,10.09,50.02,-1.55,0.28,-20.30,44.63,42.87,35.86,202409
00432,76156848.00,18358932.00,18573796.00,22931421.00,1317.00,1258.00,0.00,0.00,0.00,1.90,-0.42,-0.54,0.66,92.13,7.87,198.58,4.20,0.35,2.04,0.61,18.77,0.01,25.04,351.56,158.86,155.89,47.84,53.97,151.92,79.66,46.87,15.25,19.29,64.41,-0.45,3.11,-13.77,160.71,128.19,129.97,202409
00435,8030484.00,1970989.00,3294518.00,4462328.00,76.00,719.00,0.00,0.00,0.00,0.80,6.02,3.53,19.37,95.45,4.55,64.05,16.40,19.51,0.00,19.37,2.46,6.65,54.20,133.78,273.98,171.65,-6.21,10.18,76.34,128.84,3.68,-3.52,-13.24,80.51,-3.72,2.04,-32.38,138.52,5.99,140.13,202409
00448,51244502.00,7103158.00,32319147.00,11586403.00,224.00,6876.00,0.00,0.00,0.00,3.39,-0.31,-0.55,0.68,60.64,39.36,229.61,1.30,0.27,11.42,0.68,7.43,0.16,9.54,274.47,861.18,187.97,-47.79,49.38,75.01,63.18,89.82,-12.77,-11.48,27.43,-0.20,0.99,-7.30,36.97,11.69,36.97,202409
44077,78913103.00,31079632.00,48893008.00,16992337.00,0.00,242762.00,0.00,0.00,0.00,3.62,17.19,6.52,15.77,0.00,100.00,83.85,15.76,100.00,1.18,15.77,7.31,15.71,37.23,-32.55,117.40,77.39,-3.84,37.31,-54.02,120.16,51.68,-0.82,-7.19,33.82,-7.14,1.82,-35.28,16.49,11.74,16.49,202409
44088,210295086.00,189358136.00,3321686.00,50831630.00,0.00,0.00,1.00,11613.00,46.00,3.14,0.23,-0.25,0.12,58.29,41.71,152.15,0.27,0.00,-83.61,0.12,4.70,0.12,4.55,540.71,72.04,4374.41,8.32,47.76,104.64,90.22,86.78,2.74,3.05,48.07,-1.57,2.46,-6.37,14.48,297.80,297.80,202409
44092,137037545.00,99141134.00,28215017.00,22873487.00,0.00,0.00,43.00,31366.00,37.00,4.99,3.32,-0.49,0.77,55.46,44.54,109.97,1.37,0.29,-35.77,0.77,0.35,0.77,6.24,287.67,578.00,2550.36,11.01,30.61,97.88,115.29,60.30,2.36,3.30,27.98,-2.69,9.55,-7.28,1.27,1.72,1.72,202409
44093,58615650.00,51868246.00,0.00,21415258.00,0.00,1.00,0.00,0.00,0.00,1.74,2.39,-0.21,0.94,2.79,97.21,108.23,0.97,0.00,-27.17,0.94,4.49,0.94,8.69,381.91,0.00,1185.07,-21.75,50.33,77.19,76.07,57.35,-11.37,-9.17,52.95,-1.68,5.81,-10.57,8.59,0.00,0.00,202409
44094,78468927.00,43052284.00,2342506.00,17264156.00,0.00,3.00,0.00,0.00,0.00,3.55,2.14,-3.71,0.16,92.76,7.24,657.76,0.00,0.17,0.01,0.15,1.58,0.06,16.14,109.08,48.80,901.92,-40.38,65.54,46.94,79.50,45.42,-9.09,-9.60,26.36,-1.03,1.02,-9.68,347.46,52.90,52.90,202409
44095,77809563.00,60400697.00,0.00,20262112.00,0.00,0.00,0.00,26545.00,32.00,2.84,1.57,-1.16,0.31,14.35,85.65,184.43,0.35,0.06,-47.88,0.31,3.04,0.31,8.76,275.09,0.00,2769.77,22.18,23.42,125.78,92.14,0.00,5.66,11.64,59.77,-2.10,-4.61,-11.66,0.00,0.00,0.00,202409
44096,269170435.00,225399908.00,0.00,25479789.00,0.00,0.00,0.00,1699.00,74.00,9.56,16.61,2.69,2.14,100.00,0.00,86.07,0.00,2.14,7.39,1.93,6.33,2.14,3.49,140.67,0.00,3043.30,-30.61,58.55,44.97,19.31,0.00,-2.47,-1.08,5.92,-0.07,1.87,-2.57,565010.56,0.00,0.00,202409
44098,129410175.00,116197369.00,10248952.00,22705406.00,0.00,0.00,0.00,23504.00,30.00,4.45,0.51,-0.67,0.07,48.46,51.54,284.11,0.13,0.00,-80.82,0.07,0.45,0.07,4.28,321.27,333.33,4105.71,-12.28,32.27,74.82,91.36,99.31,-3.18,-3.09,33.08,-1.57,1.11,-6.03,1.54,5.70,5.70,202409
44099,82516605.00,58441734.00,3200175.00,27624763.00,0.00,1.00,0.00,0.00,0.00,1.99,1.80,0.55,0.42,57.84,42.16,53.11,0.32,0.49,-79.92,0.42,3.34,0.12,17.88,46.55,51.44,942.74,-33.36,55.34,22.28,75.72,95.78,-12.96,-11.34,26.75,-0.39,6.16,-18.59,10.92,86.00,86.00,202409
45030,849038438.00,388897401.00,656026577.00,73729493.00,0.00,6398474.00,0.00,0.00,0.00,9.39,27.36,8.51,11.08,0.00,100.00,87.31,11.08,0.00,0.45,11.08,3.75,0.52,3.82,191.36,13089.94,7475.20,102.48,14.44,165.34,127.18,50.77,8.75,10.27,41.27,-9.72,-4.67,-7.38,37.67,12.22,30.04,202409
45056,32942334.00,17933112.00,22154538.00,6322549.00,0.00,55770.00,0.00,0.00,0.00,4.21,45.04,30.14,19.38,3.12,96.88,48.94,19.88,3.87,-23.66,19.36,9.94,15.38,21.86,-49.01,91.98,78.97,-18.80,50.13,-66.68,69.78,54.80,-3.97,-4.86,14.16,-4.46,8.18,-28.69,15.94,14.78,17.18,202409
45072,74856811.00,23566293.00,63944372.00,5117898.00,0.00,906124.00,0.00,0.00,0.00,13.20,8.73,0.41,2.09,79.78,20.22,97.24,7.55,0.70,0.00,2.09,47.50,0.34,23.19,15.41,393.81,144.45,13.10,37.71,49.76,86.00,31.22,1.25,0.19,31.63,-0.89,8.61,-30.86,60.03,54.07,59.93,202409
65203,8262038.00,3740537.00,2599356.00,3868787.00,0.00,709.00,0.00,0.00,0.00,0.75,10.25,5.81,22.65,26.81,73.19,75.19,30.65,0.80,-0.12,22.65,5.82,19.44,64.24,-68.44,28.59,37.45,-91.29,63.28,-93.10,84.82,59.46,-30.52,-34.49,30.02,-11.90,-1.13,-45.48,28.93,15.63,28.93,202409
AA000,186137276877.00,56482147611.00,119692616515.00,47228026262.00,8313824.00,105247640.00,4809599.00,36749538.00,97111.00,2.62,-0.05,-1.39,1.51,56.92,43.19,167.97,2.59,0.68,52.51,1.54,19.04,1.01,8.45,337.94,1217.85,522.53,26.90,56.42,108.05,69.21,38.74,6.81,9.81,37.91,-1.34,1.40,-8.09,45.27,35.84,37.33,202409
AA100,184049940167.00,55173071128.00,118851670328.00,46913538597.00,8313824.00,97643796.00,4793476.00,34004924.00,95791.00,2.60,-0.12,-1.42,1.43,57.33,42.78,174.02,2.44,0.68,56.36,1.47,19.20,1.01,8.47,340.30,1226.03,515.79,27.02,56.65,108.26,68.93,38.68,6.86,9.89,37.97,-1.31,1.40,-8.07,45.34,35.95,37.34,202409
AA110,72466483194.00,20743953513.00,47121513477.00,21321018791.00,2255164.00,39642359.00,2260916.00,11916312.00,37915.00,2.08,0.30,-1.04,1.52,53.22,46.85,159.40,1.92,1.18,50.91,1.70,10.27,0.99,7.19,482.30,1227.22,430.40,35.05,70.00,115.71,86.12,43.54,9.17,13.19,39.92,-1.37,-0.11,-6.28,35.37,21.55,28.55,202409
AA120,111583456973.00,34429117615.00,71730156851.00,25592519806.00,6058660.00,58001437.00,2532560.00,22088612.00,57876.00,3.03,-0.48,-1.74,1.38,59.65,40.48,184.80,2.78,0.43,60.08,1.34,24.87,1.02,9.24,273.02,1225.26,571.68,21.06,50.32,102.72,60.67,34.95,5.23,7.56,36.59,-1.26,2.47,-9.34,51.88,45.41,43.12,202409
AA121,60650268284.00,16783632932.00,38967439474.00,14065971319.00,2155421.00,36162862.00,1558187.00,14977894.00,34886.00,3.05,-0.29,-1.50,1.36,58.52,41.51,177.94,2.64,0.45,54.59,1.30,23.97,0.82,9.27,278.93,1125.65,471.53,24.24,51.88,104.24,64.84,39.39,5.95,8.74,36.55,-1.14,2.22,-9.17,53.81,45.99,42.96,202409
AA123,46793698702.00,16789195046.00,31085196235.00,9640829373.00,3900992.00,21835067.00,974308.00,7093121.00,21613.00,3.39,-0.39,-1.95,1.47,58.58,41.48,175.11,2.92,0.45,55.70,1.44,26.02,1.28,8.65,244.15,1371.08,716.85,23.04,49.24,101.65,56.15,31.74,5.26,7.33,34.59,-1.48,2.60,-9.51,44.69,41.27,41.17,202409
AA124,4139489987.00,856289637.00,1677521142.00,1885719114.00,2247.00,3508.00,65.00,17597.00,1377.00,0.84,-2.28,-2.28,0.00,103.39,0.00,3671874.51,3.20,0.00,381.18,0.00,24.17,0.00,20.23,453.53,1215.36,586.11,-5.73,43.90,98.60,75.50,5.19,-2.55,-2.76,53.84,-0.70,3.91,-9.65,144.89,111.04,83.78,202409
AA200,2087336710.00,1309076483.00,840946187.00,314487665.00,0.00,7603844.00,16123.00,2744614.00,1320.00,4.99,9.92,2.65,4.46,40.91,59.09,87.07,6.94,0.87,-7.72,4.36,5.45,1.23,7.48,132.03,626.38,1009.86,8.00,36.46,75.29,80.92,50.58,1.41,2.17,32.23,-4.36,0.51,-10.03,36.95,19.26,34.95,202409
AA210,1044012724.00,465216975.00,793617851.00,106031064.00,0.00,7603839.00,16056.00,2632672.00,948.00,6.78,21.47,7.61,11.35,3.96,96.04,84.70,11.79,0.79,-0.52,11.35,7.45,2.19,8.20,61.12,832.87,475.06,48.79,30.64,71.33,119.38,49.14,5.83,6.00,37.86,-8.32,-2.10,-13.95,37.53,15.69,32.32,202409
AA220,1043323986.00,843859508.00,47328336.00,208456601.00,0.00,5.00,67.00,111942.00,372.00,3.93,3.20,-0.23,0.75,60.82,39.18,106.46,0.55,0.87,-37.31,0.72,3.57,0.72,6.52,251.17,106.58,2356.07,-10.01,46.25,77.04,66.26,72.38,-2.22,-0.97,27.62,-1.10,2.66,-6.82,34.68,79.03,79.03,202409
AA910,92640311961.00,30274551801.00,59583910013.00,21315460646.00,5527020.00,40352252.00,2061588.00,16986238.00,43610.00,3.59,0.87,-1.00,2.73,54.92,45.09,121.96,5.57,0.40,25.88,2.68,23.91,1.17,10.05,194.16,1235.75,527.35,26.32,49.55,94.13,52.32,34.79,5.44,7.93,33.08,-1.52,0.82,-10.02,57.56,47.83,44.94,202409
