código de la entidad,C_10001000 - ACTIVO,C_10001030 - PRESTAMOS,C_10002010 - DEPOSITOS,C_10003000 - PATRIMONIO NETO,C_30000000 - CANTIDAD DE CUENTAS CORRIENTES,C_40000000 - CANTIDAD DE CUENTAS DE AHORRO,C_50000000 - CANTIDAD DE OPERACIONES A PLAZO FIJO,C_60000000 - CANTIDAD DE OPERACIONES POR PRESTAMOS,C_70000000 - DOTACION DE PERSONAL,C1 - Apalancamiento (en veces),C2 - Pérdida Potencial de Cartera en Situación 2 a 5 (%),C3 - Pérdida Potencial de Cartera en Situación 3 a 5 (%),A11 - Cartera Irregular Sector Privado (%),A12 - Participación Cartera Comercial Sector Privado (%),A13 - Participación Cartera Consumo Sector Privado (%),A14 - Previsiones sobre Cartera Irregular Total (%),A16 - Cartera Irregular Consumo Sector Privado (%),A17 - Cartera Irregular Comercial Sector Privado (%),A21 - Posición de Previsiones Mín Sector Priv No Fciero (%),A9 - Total Cartera Irregular / Total Financiaciones (%),AG29 - Efectivo y Depósito en Bancos / Activo (%),AG3 - Importancia de Cartera Vencida del Sector Privado (%),E1 - Absorción de Gastos de Ad. con Volúmen de Negocio (%),E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),E4 - Depósitos por Empleado (en millones de pesos),E5 - Financiaciones por Empleado (en millones de pesos),R1 - Rendimiento Anual del Patrimonio ( ROE) (%),R17 - Gastos en Personal / Gastos de Administración (%),R2 - Rendimiento Ordinario del Patrimonio (%),R8 - Tasa Implicita Préstamos Totales (%),R9 - Tasa Implicita Depósitos Totales (%),RG1 - Retorno sobre Activos ( ROA) (%),RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),RG2_II - Margen Financiero en Términos de Activo (%),RG3 - Cargos por Incobrabilidad / Activo  (%),RG4_II - Resultados por Servicios / Activo (%),RG5 - Gastos de Administración / Activo  (%),"L1 - Liq con tit c/cotiz+posición de CALL, LELIQ y LEFIs(%)",L8_II - Liquidez con títulos con cotiz (%),"L9 - LIQUIDEZ CON LELIQ, PASES y LEFI (%):",fecha
00384,255982029.00,61761227.00,227412478.00,18232932.00,0.00,1306894.00,46563.00,183344.00,60.00,13.04,5.64,-3.69,0.27,0.44,99.56,428.66,0.27,0.00,0.63,0.27,10.56,0.03,4.33,58.97,3750.19,989.47,7.06,38.64,76.19,53.06,30.94,0.50,0.50,17.71,-0.66,-0.80,-9.24,33.28,33.26,11.91,202411
00386,1232110856.00,412395500.00,796735519.00,322956720.00,25385.00,798532.00,38379.00,634467.00,752.00,2.81,-0.36,-0.89,0.60,53.14,46.86,215.36,0.88,0.34,-9.68,0.49,5.60,0.60,10.59,231.55,1046.40,544.25,21.55,44.19,80.86,55.00,27.11,6.36,8.98,35.92,-0.52,2.38,-10.30,20.15,19.60,8.66,202411
00389,425743509.00,111236831.00,144815450.00,87600081.00,1267.00,343730.00,24305.00,231464.00,717.00,3.28,9.24,2.66,7.93,7.08,92.92,76.25,8.53,0.03,22.39,7.93,4.59,5.33,31.12,-63.90,199.99,149.42,85.44,59.41,-70.05,103.88,44.85,17.69,20.15,9.23,-2.65,3.75,-22.69,11.88,11.88,11.88,202411
00426,130566575.00,54617927.00,87606134.00,32589707.00,4314.00,55989.00,6136.00,159002.00,185.00,3.01,0.20,-0.54,0.71,56.95,43.05,144.70,1.49,0.11,-24.57,0.71,12.95,0.08,12.82,165.29,468.59,288.51,17.26,57.58,93.87,69.59,37.55,4.42,6.90,38.79,-0.65,4.20,-14.54,19.32,19.31,19.32,202411
00431,176545138.00,55134968.00,132622727.00,34821911.00,3936.00,17799.00,1490.00,38865.00,208.00,4.07,-1.83,-2.15,0.60,84.47,15.53,292.66,1.21,0.49,30.31,0.60,21.81,0.52,14.64,74.16,634.59,262.03,11.41,40.14,59.04,63.46,28.53,2.71,3.36,38.12,-1.38,0.71,-18.90,35.78,35.77,29.05,202411
00432,99796549.00,19925027.00,21243405.00,23911171.00,1317.00,1258.00,134.00,21593.00,114.00,1.13,-0.46,-0.63,0.64,89.33,10.67,207.47,3.06,0.35,3.24,0.62,16.80,0.03,24.33,307.87,185.37,172.67,35.90,53.10,129.31,69.57,41.39,11.24,14.26,55.20,-0.34,2.83,-13.15,210.56,208.66,124.08,202411
00435,8933294.00,2216435.00,3815522.00,4659045.00,76.00,719.00,246404.00,400.00,12.00,0.92,7.10,4.17,20.57,87.62,12.38,63.10,6.90,22.50,0.00,20.57,13.69,6.14,51.76,59.09,316.82,195.04,-37.25,11.85,37.04,97.86,5.01,-22.96,-31.95,62.73,-4.27,5.91,-38.64,32.16,32.06,32.16,202411
00448,48289014.00,10855410.00,32124629.00,12604058.00,224.00,6876.00,462.00,189180.00,37.00,2.80,-0.12,-0.51,0.80,62.83,37.17,174.49,1.14,0.59,8.94,0.79,8.34,0.09,9.29,202.49,858.50,286.75,-50.41,50.76,60.42,54.12,75.50,-12.85,-11.47,23.15,-0.27,1.02,-7.61,12.43,12.42,12.43,202411
44077,90407986.00,38493010.00,53381171.00,17233486.00,0.00,242762.00,2459.00,122745.00,400.00,4.25,19.62,6.41,13.40,0.00,100.00,84.01,13.40,0.00,1.11,13.40,12.12,13.36,33.76,-21.54,131.11,96.42,11.46,34.93,-34.72,123.10,41.42,2.58,-1.50,37.29,-6.03,1.80,-36.21,20.52,20.52,20.52,202411
44088,237364450.00,223388134.00,3610791.00,55277674.00,0.00,0.00,4.00,14330.00,46.00,3.29,0.66,-0.28,0.08,58.18,41.82,180.38,0.15,0.02,-86.47,0.08,0.80,0.08,4.18,498.31,78.29,5129.71,12.24,45.48,97.31,77.05,68.80,3.83,6.58,43.37,-1.41,1.60,-6.11,2.31,52.61,52.61,202411
44092,160508449.00,117449222.00,27728778.00,25265718.00,0.00,0.00,66.00,32910.00,37.00,5.35,5.51,0.02,0.82,52.09,47.91,99.71,1.29,0.39,-37.43,0.82,0.32,0.82,5.84,263.97,527.84,3096.23,14.16,31.01,90.77,98.62,34.29,2.81,4.50,24.26,-2.84,9.59,-6.83,1.48,1.84,1.84,202411
44093,71232058.00,65087836.00,0.00,23167218.00,0.00,1.00,0.00,11407.00,44.00,2.07,4.77,-0.18,1.08,1.88,98.12,105.48,1.10,0.00,-18.56,1.08,2.46,1.08,7.24,356.08,0.00,1452.75,-16.63,50.20,72.01,68.61,51.63,-7.98,-3.45,46.38,-2.05,5.63,-9.70,6.83,0.00,0.00,202411
44094,78961239.00,41076159.00,107442.00,18564210.00,0.00,3.00,0.00,1343.00,44.00,3.25,9.98,-3.95,0.16,90.71,9.29,689.64,0.15,0.16,0.01,0.16,1.42,0.07,18.28,92.83,2.44,940.06,-28.83,64.59,41.34,75.31,30.30,-6.47,-7.75,24.86,-1.08,1.38,-9.99,2901.38,1039.92,1039.92,202411
44095,86767240.00,78927680.00,0.00,24295801.00,0.00,0.00,0.00,23584.00,31.00,2.57,1.06,-1.33,0.25,13.11,86.89,211.36,0.29,0.00,-50.69,0.25,2.56,0.25,7.07,294.06,0.00,3662.53,30.68,23.90,126.04,87.26,0.00,8.27,17.37,61.38,-2.39,-4.62,-11.55,0.00,0.00,0.00,202411
44096,319238471.00,256832371.00,0.00,27457244.00,0.00,0.00,0.00,1396.00,74.00,10.63,23.23,8.26,2.57,100.00,0.00,66.74,0.00,2.57,3.60,2.36,10.05,2.57,3.28,134.09,0.00,3464.85,-23.88,58.19,44.60,16.76,0.00,-1.89,-0.35,5.98,-0.22,1.79,-2.63,756656.47,0.00,0.00,202411
44098,146889927.00,138644837.00,0.00,25708632.00,0.00,0.00,16.00,26630.00,30.00,4.24,1.11,-0.68,0.10,44.48,55.52,233.55,0.17,0.00,-78.53,0.09,0.73,0.10,4.06,295.31,0.00,4968.17,-8.98,32.61,70.95,77.74,78.31,-2.16,-2.66,29.94,-1.71,0.87,-5.78,2.03,0.00,0.00,202411
44099,96129456.00,67701062.00,4422917.00,29135141.00,0.00,1.00,23.00,7502.00,61.00,2.30,1.65,0.87,0.46,55.93,44.07,39.06,0.29,0.60,-83.91,0.46,3.18,0.14,16.16,79.37,71.15,1086.07,-20.60,56.60,33.36,69.36,78.12,-8.59,-6.33,30.97,-0.24,5.67,-17.51,10.55,69.01,69.01,202411
45030,1283595204.00,431371884.00,1105273401.00,79203746.00,0.00,6398474.00,15.00,14627493.00,51.00,9.35,41.55,-3.09,11.35,0.46,99.54,103.63,11.41,0.00,16.69,11.35,4.97,1.13,2.87,173.92,21643.74,8336.71,82.95,13.29,136.05,120.40,38.56,6.75,8.11,37.95,-11.47,-4.31,-6.37,3.75,3.72,3.76,202411
45056,37650250.00,22304424.00,25630132.00,6870464.00,0.00,55770.00,7041.00,38609.00,242.00,4.48,67.92,36.90,17.92,1.30,98.70,47.31,18.04,9.41,-27.17,17.90,8.40,14.23,19.62,-48.48,104.62,96.32,-16.40,49.65,-68.82,70.27,44.39,-3.40,-4.52,15.18,-5.21,8.60,-29.46,11.47,12.34,12.34,202411
45072,71122982.00,21657867.00,62870712.00,4544409.00,0.00,906124.00,7061.00,2685.00,166.00,14.65,15.39,1.96,2.62,76.33,23.67,90.99,7.52,1.10,0.11,2.62,40.00,0.54,23.81,0.01,374.36,128.59,-22.68,40.09,0.03,72.52,24.25,-2.09,-3.17,25.96,-0.97,7.62,-29.43,45.26,45.25,45.26,202411
65203,8849053.00,4193695.00,2744682.00,4376119.00,0.00,709.00,195.00,17825.00,85.00,0.95,10.16,4.98,20.57,30.58,69.42,76.18,29.05,1.32,-0.11,20.57,5.48,17.99,59.14,-57.22,31.94,44.23,-68.76,63.52,-69.91,91.39,47.12,-25.93,-28.00,34.46,-11.48,-0.67,-46.09,17.68,17.68,17.68,202411
AA000,203826310670.00,67137823923.00,133718061458.00,49829838348.00,8305819.00,105081005.00,4572981.00,50273332.00,96635.00,2.66,0.32,-1.45,1.46,56.19,43.93,165.69,2.53,0.63,45.94,1.49,17.51,0.96,7.64,296.81,1373.39,633.64,20.37,55.70,91.45,60.13,30.27,5.23,7.27,33.46,-1.35,1.41,-7.91,32.91,32.74,24.95,202411
AA100,201137593905.00,65630695742.00,132432291432.00,49488738486.00,8305819.00,97477161.00,4556101.00,35344873.00,95324.00,2.64,0.22,-1.46,1.38,56.67,43.46,171.52,2.36,0.62,48.86,1.41,17.65,0.95,7.67,298.79,1378.99,626.08,20.42,55.94,91.57,59.74,30.22,5.26,7.31,33.49,-1.31,1.42,-7.89,33.15,32.96,25.09,202411
AA110,80990400388.00,24437788747.00,54446924732.00,22434374135.00,2255164.00,39642359.00,2188940.00,12256929.00,37626.00,2.05,0.92,-0.61,1.40,52.85,47.19,135.09,1.83,1.02,21.83,1.57,10.33,0.90,6.43,439.22,1425.86,518.80,27.78,69.64,99.43,75.10,35.01,7.64,10.69,36.43,-1.28,0.01,-6.22,19.48,19.44,13.91,202411
AA120,120147193517.00,41192906995.00,77985366700.00,27054364351.00,6050655.00,57834802.00,2367161.00,23087944.00,57698.00,3.14,-0.40,-2.22,1.36,58.75,41.42,195.47,2.69,0.42,65.77,1.32,22.19,0.98,8.44,231.96,1348.45,695.98,14.72,49.41,85.48,52.42,26.70,3.61,4.98,31.45,-1.33,2.39,-9.05,42.58,42.30,32.82,202411
AA121,64668461715.00,20741819822.00,42077924040.00,14722584027.00,2147416.00,35996227.00,1752350.00,15850052.00,34694.00,3.21,0.11,-1.81,1.36,57.83,42.20,180.97,2.57,0.47,54.04,1.30,21.67,0.79,8.61,234.19,1246.56,600.38,18.01,51.33,87.75,56.97,30.60,4.37,6.27,31.85,-1.23,2.23,-9.10,45.12,44.75,32.42,202411
AA123,50811170002.00,19614639517.00,33941068678.00,10273056445.00,3900992.00,21835067.00,614754.00,7220346.00,21620.00,3.46,-0.63,-2.67,1.42,57.71,42.32,191.83,2.81,0.41,66.00,1.40,22.66,1.23,7.72,217.64,1492.10,841.73,16.48,47.42,85.37,47.51,23.42,3.73,4.89,29.80,-1.52,2.42,-8.89,35.49,35.28,32.38,202411
AA124,4667561800.00,836447656.00,1966373982.00,2058723879.00,2247.00,3508.00,57.00,17546.00,1384.00,0.89,-2.79,-2.79,0.00,107.04,0.00,28157865.20,0.48,0.00,546.25,0.00,24.38,0.00,18.57,324.37,1417.56,578.98,-13.45,45.65,72.12,66.72,3.86,-6.00,-8.85,41.85,-0.80,3.88,-9.92,112.59,113.95,49.10,202411
AA200,2688716765.00,1507128181.00,1285770026.00,341099862.00,0.00,7603844.00,16880.00,14928459.00,1311.00,5.15,14.76,0.58,4.82,37.81,62.19,97.67,7.10,1.07,4.32,4.75,5.70,1.43,6.07,127.40,967.39,1181.40,12.19,35.58,72.58,75.94,38.37,1.99,3.32,31.02,-5.38,0.22,-9.32,10.53,10.01,10.68,202411
AA210,1491625475.00,518020880.00,1249900098.00,112228224.00,0.00,7603839.00,16771.00,14809357.00,944.00,6.95,32.24,0.84,11.50,3.11,96.89,98.66,11.83,1.10,13.49,11.50,8.01,2.46,6.14,58.38,1319.02,541.96,48.30,29.38,68.98,114.85,37.81,5.00,5.52,36.10,-9.91,-2.31,-12.22,6.77,6.76,7.45,202411
AA220,1197091290.00,989107301.00,35869928.00,228871638.00,0.00,5.00,109.00,119102.00,367.00,4.13,5.07,0.44,0.84,58.50,41.50,89.62,0.52,1.07,-39.51,0.82,3.68,0.81,5.97,243.84,74.14,2805.76,-3.49,46.04,74.14,59.33,51.32,-0.76,1.30,26.36,-1.22,2.54,-6.66,31.53,123.11,123.12,202411
AA910,99307884948.00,35954484560.00,64213385874.00,22816613620.00,5527020.00,40352252.00,1692725.00,17643751.00,43530.00,3.08,-0.56,-2.49,1.34,57.76,42.43,204.47,2.60,0.42,73.46,1.32,23.73,0.97,8.02,250.66,1458.12,798.04,14.64,49.26,87.79,51.71,25.14,3.69,4.96,32.41,-1.48,2.47,-8.83,40.71,40.37,35.17,202411
