código de la entidad,C_10001000 - ACTIVO,C_10001030 - PRESTAMOS,C_10002010 - DEPOSITOS,C_10003000 - PATRIMONIO NETO,C_30000000 - CANTIDAD DE CUENTAS CORRIENTES,C_40000000 - CANTIDAD DE CUENTAS DE AHORRO,C_50000000 - CANTIDAD DE OPERACIONES A PLAZO FIJO,C_60000000 - CANTIDAD DE OPERACIONES POR PRESTAMOS,C_70000000 - DOTACION DE PERSONAL,C1 - Apalancamiento (en veces),C2 - Pérdida Potencial de Cartera en Situación 2 a 5 (%),C3 - Pérdida Potencial de Cartera en Situación 3 a 5 (%),A11 - Cartera Irregular Sector Privado (%),A12 - Participación Cartera Comercial Sector Privado (%),A13 - Participación Cartera Consumo Sector Privado (%),A14 - Previsiones sobre Cartera Irregular Total (%),A16 - Cartera Irregular Consumo Sector Privado (%),A17 - Cartera Irregular Comercial Sector Privado (%),A21 - Posición de Previsiones Mín Sector Priv No Fciero (%),A9 - Total Cartera Irregular / Total Financiaciones (%),AG29 - Efectivo y Depósito en Bancos / Activo (%),AG3 - Importancia de Cartera Vencida del Sector Privado (%),E1 - Absorción de Gastos de Ad. con Volúmen de Negocio (%),E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),E4 - Depósitos por Empleado (en millones de pesos),E5 - Financiaciones por Empleado (en millones de pesos),R1 - Rendimiento Anual del Patrimonio ( ROE) (%),R17 - Gastos en Personal / Gastos de Administración (%),R2 - Rendimiento Ordinario del Patrimonio (%),R8 - Tasa Implicita Préstamos Totales (%),R9 - Tasa Implicita Depósitos Totales (%),RG1 - Retorno sobre Activos ( ROA) (%),RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),RG2_II - Margen Financiero en Términos de Activo (%),RG3 - Cargos por Incobrabilidad / Activo  (%),RG4_II - Resultados por Servicios / Activo (%),RG5 - Gastos de Administración / Activo  (%),"L1 - Liq con tit c/cotiz+posición de CALL, LELIQ y LEFIs(%)",L8_II - Liquidez con títulos con cotiz (%),"L9 - LIQUIDEZ CON LELIQ, PASES y LEFI (%):",fecha
00331,6246087.00,3822359.00,0.00,5598139.00,0.00,0.00,0.00,0.00,5.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.48,0.00,73.46,-70.52,0.00,764.00,-84.74,30.56,-43.67,34.38,0.00,-75.25,-75.25,18.52,0.00,-0.05,-54.99,0.00,0.00,0.00,202504
00332,280412527.00,249194508.00,10645780.00,42261998.00,0.00,0.00,0.00,587297.00,176.00,5.64,131.84,54.83,16.04,0.00,100.00,53.06,16.04,0.00,-11.31,16.04,0.78,14.04,19.06,29.40,55.87,1409.55,44.27,27.75,51.47,56.90,42.64,6.46,6.53,32.93,-12.19,18.74,-25.55,1.48,20.56,20.56,202504
00338,530065569.00,126200773.00,214261466.00,158691318.00,765.00,589.00,82.00,4417.00,138.00,1.97,-1.97,-2.11,0.05,99.39,0.61,3293.39,0.08,0.05,80.11,0.05,11.39,0.05,14.84,174.38,1527.59,887.35,29.04,40.80,60.09,35.86,18.56,8.84,10.62,27.89,-0.34,2.94,-10.49,64.78,54.10,35.92,202504
00339,122633406.00,98343371.00,733339.00,42335388.00,3.00,0.00,0.00,0.00,0.00,1.90,-0.26,-0.26,0.00,100.00,0.00,0.00,0.00,0.00,-89.30,0.00,9.06,0.00,6.19,187.14,38.60,5167.35,-13.54,40.10,25.21,40.96,20.60,-5.51,-5.11,21.04,-0.28,-2.21,-5.48,29.68,2518.82,1514.90,202504
00340,207524709.00,100266577.00,141039324.00,28793745.00,0.00,15.00,24.00,17345.00,74.00,4.54,4.08,2.75,3.19,73.33,26.67,65.01,0.47,4.18,-17.82,1.81,10.55,3.19,5.74,73.58,1878.46,1347.11,11.92,68.39,35.09,36.36,26.49,1.72,1.59,13.62,-0.92,0.71,-6.87,44.23,23.00,36.50,202504
00341,29744708.00,5863589.00,17930901.00,9758126.00,326.00,8023.00,5221.00,22721.00,93.00,2.05,1.01,-0.64,8.16,53.67,46.33,112.99,15.45,1.86,58.40,7.76,12.98,5.54,30.92,-54.52,184.82,59.37,-20.32,65.41,-51.49,66.62,14.99,-4.96,-9.89,10.97,-1.11,1.73,-23.04,35.99,21.53,34.32,202504
00384,407802208.00,197303309.00,377324792.00,13874076.00,0.00,3162461.00,70861.00,629015.00,69.00,28.39,8.93,-157.94,6.04,0.39,99.61,226.36,6.06,0.00,373.69,5.99,4.37,3.49,2.76,-27.26,5558.80,3137.14,-51.85,35.11,-26.24,67.14,26.30,-3.05,-3.05,18.07,-11.20,-0.81,-5.67,20.09,7.57,16.78,202504
00386,1395717479.00,522803457.00,898074432.00,367280223.00,31095.00,803594.00,32557.00,621805.00,737.00,2.77,0.20,-1.29,0.68,48.97,51.03,224.71,1.16,0.18,12.50,0.60,4.74,0.68,10.53,75.39,1186.10,694.74,4.72,43.87,30.46,42.39,14.57,1.24,0.93,19.53,-0.72,2.64,-10.62,19.13,10.13,16.51,202504
00389,559821430.00,175734577.00,197106745.00,80578586.00,1381.00,325921.00,24559.00,207489.00,689.00,5.55,15.31,-0.78,9.97,6.54,93.46,103.15,10.66,0.02,71.66,9.97,9.87,6.30,24.55,-53.64,280.40,246.68,2.56,56.24,-52.02,90.21,22.66,0.57,1.37,13.29,-4.06,2.89,-21.72,26.44,26.44,26.44,202504
00426,162590969.00,83203188.00,110485657.00,37766747.00,4288.00,58515.00,5367.00,181123.00,188.00,3.31,1.69,0.13,1.18,57.49,42.51,95.18,1.88,0.66,-27.03,1.18,8.53,0.13,10.49,81.04,583.65,438.15,11.70,55.30,43.89,51.40,19.82,2.96,4.47,24.01,-0.81,4.48,-13.68,23.59,12.55,23.59,202504
00431,248473773.00,95558486.00,201259391.00,39594234.00,4274.00,18460.00,1517.00,37707.00,196.00,5.28,-0.49,-1.60,0.47,87.55,12.45,220.60,2.02,0.25,-16.40,0.47,19.19,0.36,10.00,14.44,1013.13,474.06,-3.07,42.09,10.61,43.41,18.78,-0.64,-1.56,19.45,-0.54,1.18,-15.23,30.46,25.77,28.38,202504
00432,94460021.00,46189620.00,28742961.00,27041618.00,1289.00,1187.00,168.00,30375.00,108.00,2.36,0.17,-0.41,1.21,90.24,9.82,118.68,2.57,1.06,0.74,1.17,6.03,0.06,15.35,94.07,267.81,430.95,1.19,50.80,38.97,44.03,10.10,0.35,0.78,23.13,-0.58,2.71,-12.09,65.31,37.08,73.55,202504
00435,8300984.00,4050954.00,1084117.00,6470844.00,88.00,1212.00,380069.00,667.00,10.00,0.28,10.55,6.33,18.84,84.34,15.66,51.85,4.18,21.56,-14.68,18.84,1.18,3.46,75.29,-6.08,95.98,383.79,-25.81,12.10,-4.17,73.21,4.32,-15.53,-21.43,36.71,-5.20,10.14,-41.32,214.48,9.02,214.48,202504
00448,51660674.00,10504154.00,30606251.00,14243634.00,745.00,7117.00,371.00,55533.00,33.00,2.59,1.90,1.25,5.44,57.31,42.69,70.87,2.00,8.01,6.96,5.44,5.39,0.12,11.17,181.43,892.16,307.57,21.84,48.95,58.98,36.67,23.80,5.72,5.90,24.19,-0.85,2.19,-8.52,24.21,9.01,24.21,202504
44077,123117216.00,57259936.00,79981862.00,16403446.00,0.00,239196.00,2267.00,140843.00,402.00,6.51,43.38,-4.88,12.98,6.20,93.80,107.51,13.84,0.00,40.82,12.98,5.43,12.96,25.95,-9.52,197.11,141.50,-32.30,32.40,-17.82,120.39,22.96,-6.00,-7.71,42.31,-7.97,1.75,-34.78,20.65,8.36,20.65,202504
44088,362944448.00,344442181.00,4242597.00,67717876.00,0.00,0.00,4.00,21641.00,46.00,4.36,2.28,-0.34,0.22,52.47,47.53,128.82,0.44,0.02,-73.43,0.22,0.93,0.22,3.60,257.79,94.05,8070.49,15.62,42.42,54.03,47.75,33.69,3.63,6.30,24.24,-1.55,-0.69,-4.87,3.82,79.50,79.50,202504
44092,229891696.00,188251527.00,19442960.00,32113474.00,0.00,0.00,47.00,42654.00,37.00,6.16,11.82,1.50,0.95,46.37,53.63,80.45,1.34,0.50,-42.32,0.95,0.74,0.95,4.75,182.66,394.59,5237.41,22.64,27.78,63.06,49.06,8.26,3.52,5.77,9.52,-1.74,12.40,-5.36,7.90,8.80,8.80,202504
44093,143844724.00,129828017.00,0.00,28204660.00,0.00,0.00,0.00,16598.00,46.00,4.10,17.44,2.22,1.96,4.81,95.19,78.10,2.05,0.00,-0.35,1.96,2.65,1.96,4.47,275.84,0.00,2896.48,10.69,46.49,60.43,52.83,14.64,3.37,8.60,28.64,-3.32,4.98,-6.90,6.30,0.00,0.00,202504
44094,109902312.00,54438869.00,133399.00,21984210.00,0.00,3.00,0.00,1176.00,46.00,4.00,20.71,3.44,1.45,88.61,11.39,53.29,4.33,1.08,-50.57,1.45,1.46,0.53,15.36,94.03,2.90,1186.82,23.72,59.52,37.98,62.56,8.31,5.23,2.82,21.87,-1.17,1.70,-8.90,1424.97,1200.08,1200.08,202504
44095,175418968.00,161521481.00,0.00,34802644.00,0.00,0.00,0.00,27762.00,31.00,4.04,3.83,-1.38,0.33,8.89,91.11,164.68,0.28,0.80,-50.14,0.33,2.75,0.33,4.48,321.98,0.00,6521.60,57.14,22.88,117.48,66.42,0.00,13.88,24.28,51.31,-2.62,-4.45,-8.87,0.00,0.00,0.00,202504
